seconds,mean_intensity
-20,26.806
-10,27.033
0,5.661
10,8.045
20,9.289
30,8.835
40,9.376
50,11.955
60,12.442
70,10.748
80,12.512
90,11.917
100,13.537
110,15.074
120,15.256
130,17.07
140,16.194
150,15.682
160,15.69
170,15.19
180,13.835
190,14.864
200,15.467
210,16
220,14.521
230,15.335
240,14.855
250,13.442
260,13.624
270,13.574
280,13.81
290,12.124
300,12.31
310,11.504
320,11.244
330,10.777
340,11.07
350,12.665
360,12.058
370,12.045
380,11.707
390,12.789
400,12.07
410,10.876
420,10.913
430,11.099
440,12.864
450,12.339
460,11.409
470,11.128
