seconds,mean_intensity
-20,17.695
-10,16.832
0,16.719
10,17.246
20,14.683
30,16.683
40,17.419
50,17.024
60,17.401
70,16.18
80,16.808
90,15.964
100,14.347
110,15.623
120,14.455
130,16.665
140,13.796
150,14.862
160,16.168
170,16.79
180,16.006
190,14.575
200,16.503
210,15.976
220,16.527
230,14.802
240,13.491
250,13.048
260,13.976
270,15.269
280,14.677
290,15.808
300,15.635
310,14.563
320,14.06
330,16.186
340,12.012
350,13.084
360,13.94
370,12.743
380,13.707
390,13.311
400,15.329
410,14.509
420,13.018
430,15.186
440,14
450,15.826
460,14.012
470,11.251
