seconds,mean_intensity
-20,11.423
-10,11.937
0,12.09
10,12.563
20,12.387
30,12.869
40,10.878
50,11.23
60,9.937
70,11.176
80,11.324
90,10.432
100,10.887
110,10.689
120,9.901
130,9.14
140,9.473
150,8.91
160,9.932
170,9.095
180,8.459
190,8.622
200,9.577
210,9.27
220,9.964
230,10.018
240,11.441
250,9.644
260,10.297
270,9.189
280,10.432
290,7.586
300,9.432
310,8.225
320,10.054
330,9.338
340,9.599
350,8.5
360,9.032
370,9.68
380,7.941
390,8.5
400,8.455
410,7.793
420,8.851
430,8.68
440,9.036
450,7.766
460,9.005
470,9.617
