seconds,mean_intensity
-20,13.534
-10,13.421
0,2.767
10,4.81
20,4.424
30,6.439
40,6.441
50,7.241
60,7.955
70,7.862
80,9.283
90,7.856
100,8.069
110,7.992
120,8.463
130,8.352
140,8.213
150,8.873
160,9.532
170,8.759
180,9.089
190,8.507
200,6.87
210,7.471
220,7.017
230,6.825
240,6.729
250,7.319
260,7.238
270,7.562
280,8.144
290,7.247
300,6.812
310,7.424
320,7.202
330,7.241
340,6.305
350,6.859
360,6.235
370,6.05
380,6.853
390,7.427
400,6.468
410,5.964
420,6.731
430,5.867
440,6.161
450,6.274
460,6.62
470,6.299
