seconds,mean_intensity
-20,16.364
-10,16.6
0,3.533
10,5.205
20,5.402
30,5.929
40,7.007
50,6.807
60,7.421
70,7.912
80,7.983
90,8.833
100,8.557
110,9.276
120,9.119
130,9.086
140,9.231
150,9.869
160,8.431
170,8.248
180,9.033
190,8.743
200,7.95
210,8.483
220,8.107
230,7.257
240,7.121
250,7.174
260,6.971
270,7.362
280,7.288
290,7.16
300,6.957
310,6.64
320,7.19
330,6.207
340,5.84
350,5.852
360,5.757
370,5.814
380,6.96
390,7.593
400,7.367
410,6.2
420,8.152
430,7.488
440,7.229
450,7.045
460,8.545
470,8.724
