seconds,mean_intensity
-20,10
-10,11.246
0,9.092
10,8.261
20,8.159
30,8.411
40,10.053
50,9.58
60,8.903
70,7.879
80,9.415
90,7.039
100,7.193
110,7.821
120,7.599
130,7.232
140,7.546
150,7.826
160,8.493
170,8.077
180,7.005
190,6.879
200,7.841
210,8.459
220,7.681
230,7.816
240,6.343
250,7.768
260,6.473
270,7.667
280,7.947
290,6.739
300,8.246
310,7.995
320,7.705
330,6.667
340,6.87
350,7.845
360,7.7
370,7.483
380,6.932
390,7.715
400,7.367
410,7.937
420,8.14
430,7.551
440,7.087
450,6.643
460,7.512
470,7.121
