seconds,mean_intensity
-20,17.056
-10,19.79
0,16.556
10,18.136
20,17.673
30,13.981
40,16.951
50,14.068
60,14.494
70,13.395
80,12.556
90,13.29
100,11.852
110,13.173
120,11.846
130,13.932
140,15.531
150,13.611
160,16.08
170,14
180,14.272
190,16.019
200,15.525
210,12.883
220,12.932
230,13.963
240,13.753
250,12.253
260,12.407
270,13.673
280,11.988
290,12.179
300,13.247
310,14.506
320,14.494
330,14.864
340,13.957
350,12.407
360,14.383
370,13.698
380,14.543
390,17.994
400,14.883
410,16.901
420,13.247
430,16.549
440,15.92
450,15.068
460,15.154
470,12.235
