seconds,mean_intensity
-20,10.318
-10,10.1
0,3.634
10,4.519
20,5.133
30,5.715
40,5.937
50,6.471
60,6.835
70,6.886
80,7.431
90,7.113
100,7.275
110,8.11
120,8.005
130,8.06
140,8.059
150,7.622
160,7.642
170,8.267
180,8.478
190,7.565
200,7.761
210,7.367
220,7.588
230,7.625
240,7.963
250,7.83
260,7.398
270,7.375
280,9.151
290,9.093
300,8.744
310,9.341
320,8.886
330,9.38
340,9.738
350,9.736
360,10.057
370,10.198
380,9.372
390,9.452
400,9.636
410,9.546
420,9.525
430,9.804
440,9.782
450,9.142
460,8.532
470,7.826
