seconds,mean_intensity
-20,17.675
-10,17.675
0,17.091
10,14.734
20,14.214
30,14.649
40,15.87
50,15.734
60,13.182
70,14.838
80,14.643
90,15.708
100,16.117
110,14.766
120,15.344
130,15.519
140,16.136
150,17.032
160,14.617
170,15.351
180,15.5
190,16.091
200,17.065
210,16.273
220,16.701
230,15.292
240,16.922
250,13.825
260,16.539
270,15.377
280,14
290,13.318
300,12.896
310,11.896
320,11.162
330,12.812
340,12.766
350,14.747
360,13.084
370,12.981
380,13.006
390,13.292
400,14.688
410,14.799
420,12.695
430,13.188
440,12.948
450,12.701
460,12.234
470,12.416
