seconds,mean_intensity
-20,14.617
-10,14.922
0,13.786
10,15
20,13.905
30,11.741
40,12.362
50,13.416
60,13.597
70,12.259
80,13.107
90,12.802
100,11.807
110,13.152
120,13.169
130,11.749
140,11.807
150,12.403
160,12.675
170,11.453
180,12.033
190,12.753
200,12.128
210,12.494
220,13.202
230,12.239
240,12.313
250,11.905
260,13.379
270,12.51
280,12.37
290,11.889
300,10.584
310,12.601
320,12.712
330,11.967
340,12.498
350,12.321
360,12.074
370,12.584
380,13.214
390,12.193
400,11.247
410,13.095
420,14.774
430,14.276
440,13.823
450,15.066
460,14.959
470,15.436
