seconds,mean_intensity
-20,11.614
-10,11.548
0,2.68
10,3.491
20,4.1
30,4.465
40,5
50,5.212
60,5.552
70,5.721
80,5.875
90,5.594
100,5.828
110,6.079
120,6.143
130,6.19
140,6.504
150,6.22
160,7.24
170,6.722
180,6.406
190,6.951
200,6.312
210,6.658
220,6.105
230,7.023
240,6.75
250,6.975
260,7.268
270,7.271
280,7.524
290,6.989
300,7.335
310,7.601
320,8.631
330,8.304
340,8.302
350,7.681
360,8.463
370,8.745
380,8.529
390,8.401
400,8.42
410,8.108
420,8.565
430,8.575
440,9.164
450,9.054
460,8.79
470,8.609
