seconds,mean_intensity
-20,12.27
-10,11.491
0,12.472
10,11.123
20,10.969
30,11.528
40,9.472
50,11.368
60,10.779
70,8.951
80,9.104
90,9.62
100,10.466
110,10.509
120,9.773
130,10.613
140,11.043
150,9.828
160,11.583
170,11.595
180,10.718
190,10.294
200,11.006
210,10.46
220,11.08
230,10.086
240,11.012
250,9.853
260,10.374
270,11.35
280,11.828
290,8.411
300,11.123
310,11.276
320,10.086
330,9.337
340,8.141
350,9.368
360,7.748
370,7.693
380,7.571
390,8.65
400,10.074
410,8.08
420,8.239
430,7.718
440,11.123
450,9.018
460,8.337
470,7.859
