seconds,mean_intensity
-20,12.73
-10,12.398
0,3.676
10,5.022
20,5.08
30,5.583
40,6.503
50,6.67
60,7.552
70,7.211
80,6.791
90,7.22
100,7.578
110,7.128
120,7.654
130,7.611
140,7.42
150,8.441
160,8.521
170,8.516
180,8.012
190,8.493
200,9.003
210,9.654
220,9.014
230,8.614
240,8.169
250,8.518
260,7.773
270,8.505
280,8.355
290,8.371
300,8.258
310,8.276
320,8.391
330,7.46
340,6.87
350,7.951
360,7.487
370,8.071
380,8.582
390,8.367
400,8.128
410,7.893
420,8.542
430,8.102
440,7.669
450,8.763
460,7.943
470,7.797
