seconds,mean_intensity
-20,27.936
-10,25.099
0,5.766
10,8.383
20,8.741
30,10.772
40,11.698
50,10.444
60,11.843
70,12.203
80,10.301
90,13.784
100,15.235
110,13.693
120,12.294
130,11.817
140,12.497
150,13.288
160,11.542
170,13.235
180,12.157
190,12.444
200,12.641
210,11.092
220,9.307
230,11.765
240,9.536
250,10.771
260,9.928
270,12.458
280,9.85
290,10.967
300,12.497
310,10.013
320,10.124
330,10.614
340,11.51
350,11.667
360,10.464
370,10.235
380,11.68
390,12
400,11.281
410,10.431
420,14.575
430,14.451
440,13.235
450,14.81
460,14.261
470,11.68
