seconds,mean_intensity
-20,14.339
-10,14.825
0,5.107
10,6.139
20,7.629
30,7.707
40,8.429
50,8.136
60,7.279
70,8.879
80,7.518
90,6.936
100,8.661
110,7.804
120,8.489
130,9.589
140,8.268
150,8.007
160,8.596
170,8.411
180,8.025
190,9.304
200,8.889
210,8.532
220,9.118
230,9.954
240,9.161
250,8.936
260,8.764
270,9.279
280,8.682
290,8.657
300,8.571
310,9.904
320,9.675
330,8.689
340,7.971
350,8.704
360,8.611
370,9.271
380,8.057
390,7.289
400,7.886
410,8.296
420,7.654
430,7.925
440,8.286
450,8.468
460,7.846
470,7.918
