,position (um),Fat2 intensity,Abi intensity
0,0.0,16.6609,2.28286
1,0.0689,14.5956,2.18423
2,0.1378,12.7806,1.69935
3,0.2067,13.1676,1.06964
4,0.2756,12.5806,0.81355
5,0.3445,14.6245,1.17187
6,0.4134,16.0003,1.16285
7,0.4823,18.9982,1.01304
8,0.5512,22.7387,0.8766
9,0.6201,25.6374,1.10734
10,0.6889,23.6853,0.55158
11,0.7578,22.1161,0.63584
12,0.8267,15.9669,1.14058
13,0.8956,17.1168,0.94717
14,0.9645,19.994,0.6486
15,1.0334,19.661,1.14138
16,1.1023,16.1992,1.34453
17,1.1712,10.638,0.72031
18,1.2401,8.4705,0.78482
19,1.309,8.7246,0.88307
20,1.3779,8.8307,0.55995
21,1.4468,7.4936,0.71371
22,1.5157,7.4828,0.69064
23,1.5846,8.6985,0.48769
24,1.6535,9.0094,0.46633
25,1.7224,10.062,0.62359
26,1.7913,14.2491,0.7983
27,1.8602,18.2382,1.16442
28,1.929,17.5707,1.10522
29,1.9979,18.341,0.95628
30,2.0668,19.4402,0.84029
31,2.1357,22.8779,1.22947
32,2.2046,29.8928,1.64096
33,2.2735,40.0796,1.77613
34,2.3424,41.128,2.15199
35,2.4113,45.7038,2.18057
36,2.4802,36.8728,2.08784
37,2.5491,28.8151,2.44146
38,2.618,17.3969,2.19389
39,2.6869,10.5225,1.82658
40,2.7558,6.8243,1.72474
41,2.8247,6.7254,1.31057
42,2.8936,9.2974,1.19848
43,2.9625,13.0486,1.41294
44,3.0314,13.4912,1.50222
45,3.1003,13.1592,1.40873
46,3.1691,13.6637,1.6724
47,3.238,11.7108,1.61475
48,3.3069,10.7282,1.72514
49,3.3758,11.2306,1.32888
50,3.4447,8.1228,1.33999
51,3.5136,6.6111,0.92312
52,3.5825,9.2136,0.62471
53,3.6514,10.8232,0.35148
54,3.7203,10.4599,0.64942
55,3.7892,11.146,0.63399
56,3.8581,9.4653,0.97042
57,3.927,9.3205,1.18243
58,3.9959,8.0874,0.92971
59,4.0648,8.8903,1.46726
60,4.1337,8.7167,1.254
61,4.2026,10.0479,1.24741
62,4.2715,11.4064,1.13207
63,4.3404,13.7991,1.14232
64,4.4092,13.7463,0.86215
65,4.4781,17.7513,1.15384
66,4.547,22.871,1.24865
67,4.6159,24.521,2.12647
68,4.6848,32.5003,1.7486
69,4.7537,40.716,2.35362
70,4.8226,42.3343,2.89318
71,4.8915,34.8706,3.08012
72,4.9604,22.4144,2.32127
73,5.0293,16.4552,2.13085
74,5.0982,17.6611,1.51142
75,5.1671,22.7451,1.17383
76,5.236,25.9991,1.27352
77,5.3049,23.9566,0.71641
78,5.3738,22.5082,0.88031
79,5.4427,28.0383,0.90024
80,5.5116,39.3083,1.0919
81,5.5805,50.6275,1.82911
82,5.6493,46.5339,1.19365
83,5.7182,36.3069,1.14144
84,5.7871,23.1292,1.0952
85,5.856,15.703,0.99555
86,5.9249,18.3471,1.18287
87,5.9938,20.6234,1.09982
88,6.0627,24.5061,1.76376
89,6.1316,26.2209,2.15522
90,6.2005,26.9013,2.34778
91,6.2694,19.0135,2.29598
92,6.3383,20.8084,2.34224
93,6.4072,13.2395,1.95838
94,6.4761,12.7622,1.56932
95,6.545,9.2498,1.32194
96,6.6139,8.9524,0.96826
97,6.6828,11.0147,1.40031
98,6.7517,14.1725,1.27346
99,6.8206,24.1021,1.25179
100,6.8894,26.1352,1.3042
101,6.9583,29.2166,1.33553
102,7.0272,24.1768,2.17562
103,7.0961,24.4053,2.32782
104,7.165,21.7,2.20514
105,7.2339,12.7188,1.82485
106,7.3028,7.8495,1.55758
107,7.3717,7.4731,1.12703
108,7.4406,7.2296,1.14435
109,7.5095,8.2339,0.91144
110,7.5784,8.7659,0.95875
111,7.6473,7.6214,0.79382
112,7.7162,8.6657,1.02418
113,7.7851,8.9274,1.37528
114,7.854,11.5019,2.11969
115,7.9229,13.0503,1.38875
116,7.9918,13.0198,2.3219
117,8.0607,10.4124,1.77208
118,8.1296,7.7063,1.35073
119,8.1984,6.3552,1.55219
120,8.2673,5.8245,0.90493
121,8.3362,4.1194,0.99768
122,8.4051,4.2708,0.90489
123,8.474,5.4508,1.06849
124,8.5429,5.3614,1.10525
125,8.6118,5.339,1.11196
126,8.6807,4.5797,1.09098
127,8.7496,5.4448,0.84235
128,8.8185,6.2116,1.13581
129,8.8874,5.8892,1.00106
130,8.9563,5.2433,0.82947
131,9.0252,6.9836,1.01114
132,9.0941,8.3987,1.18252
133,9.163,9.5263,1.15265
134,9.2319,12.5332,1.17726
135,9.3008,12.3557,1.11632
136,9.3697,9.7088,1.22391
137,9.4385,7.3878,1.08017
138,9.5074,5.7392,1.14258
139,9.5763,4.5037,1.60838
140,9.6452,3.2176,1.26675
141,9.7141,4.1515,1.08918
142,9.783,5.6422,0.71959
143,9.8519,5.5352,0.88539
144,9.9208,6.3794,0.95417
145,9.9897,7.8221,1.57855
146,10.0586,6.6531,1.16945
147,10.1275,7.4722,1.69458
148,10.1964,7.1728,1.06302
149,10.2653,7.6052,1.18082
150,10.3342,10.0245,1.78256
151,10.4031,17.4886,2.1444
152,10.472,25.0566,2.47666
153,10.5409,26.6715,2.50987
154,10.6098,27.6892,2.80465
155,10.6786,22.1735,2.60536
156,10.7475,20.0751,2.61933
157,10.8164,18.9358,2.09049
158,10.8853,19.4493,2.20059
159,10.9542,18.9069,2.32516
160,11.0231,17.3729,1.8168
161,11.092,15.8651,2.8655
162,11.1609,16.207,2.7841
163,11.2298,14.5594,2.65917
164,11.2987,11.6862,2.23351
165,11.3676,11.7893,2.66308
166,11.4365,11.1509,1.97305
167,11.5054,12.9396,1.94641
168,11.5743,14.684,2.42732
169,11.6432,16.2441,2.35315
170,11.7121,19.2553,1.55971
171,11.781,23.4497,1.90449
172,11.8499,25.0092,2.33328
173,11.9187,23.4022,2.24503
174,11.9876,19.0229,2.50297
175,12.0565,19.2513,2.15302
176,12.1254,18.1507,2.12296
177,12.1943,14.636,1.89374
178,12.2632,11.1657,1.63128
179,12.3321,10.2581,2.13708
180,12.401,9.1383,2.66259
181,12.4699,9.7864,2.72158
182,12.5388,7.5553,1.89841
183,12.6077,6.8773,1.82277
184,12.6766,11.4159,1.51465
185,12.7455,15.4636,1.26465
186,12.8144,14.9985,1.01729
187,12.8833,11.3149,0.47938
188,12.9522,7.401,0.62046
189,13.0211,9.3526,0.97353
190,13.09,9.0457,0.77127
191,13.1588,11.5638,0.90886
192,13.2277,14.6876,1.45684
193,13.2966,15.2349,1.41002
194,13.3655,17.7075,1.40074
195,13.4344,21.7678,2.07996
196,13.5033,24.5146,1.74681
197,13.5722,30.2026,1.94821
198,13.6411,31.4477,1.44157
199,13.71,26.4126,1.77833
200,13.7789,20.6536,1.70497
201,13.8478,14.2591,1.04948
