,position (um),Fat2 intensity,Abi intensity
0,0.0,20.1366,0.85087
1,0.0689,13.1496,0.95203
2,0.1378,10.8578,1.04413
3,0.2067,11.7396,1.02191
4,0.2756,12.242,1.14134
5,0.3445,10.5964,1.02777
6,0.4134,9.9598,1.08661
7,0.4823,9.443,0.94418
8,0.5512,10.5365,0.99752
9,0.6201,10.7492,0.82765
10,0.6889,10.4593,0.64869
11,0.7578,8.4982,0.68837
12,0.8267,6.5152,0.57483
13,0.8956,4.9233,0.36614
14,0.9645,3.4583,0.59879
15,1.0334,3.4522,0.92276
16,1.1023,3.9285,0.68711
17,1.1712,4.238,0.5003
18,1.2401,6.5848,0.98662
19,1.309,9.7328,1.03826
20,1.3779,11.2624,1.31195
21,1.4468,11.6103,0.96411
22,1.5157,11.0264,1.22009
23,1.5846,14.7174,1.6979
24,1.6535,14.7983,1.34065
25,1.7224,18.1072,2.14986
26,1.7913,27.354,1.69742
27,1.8602,33.5771,1.61634
28,1.929,39.3112,1.13974
29,1.9979,42.6675,1.79027
30,2.0668,36.0848,2.17734
31,2.1357,30.6574,2.87871
32,2.2046,24.219,2.75666
33,2.2735,17.0751,2.78513
34,2.3424,10.1287,2.98962
35,2.4113,8.1439,1.8322
36,2.4802,6.5058,1.66225
37,2.5491,6.0189,1.71723
38,2.618,4.9632,1.7551
39,2.6869,8.7305,2.27757
40,2.7558,8.5704,1.72022
41,2.8247,8.0515,1.21606
42,2.8936,5.8172,1.59895
43,2.9625,7.4085,1.63272
44,3.0314,10.8774,1.65838
45,3.1003,12.7656,2.00639
46,3.1691,17.4348,2.16689
47,3.238,18.5734,1.91918
48,3.3069,19.6498,1.49462
49,3.3758,19.8158,1.79188
50,3.4447,18.7482,2.28177
51,3.5136,14.3155,2.26832
52,3.5825,12.1991,2.34412
53,3.6514,9.6852,2.1109
54,3.7203,7.9381,1.33659
55,3.7892,7.9709,1.15471
56,3.8581,8.0431,0.79572
57,3.927,5.1537,1.18963
58,3.9959,4.877,1.24786
59,4.0648,3.7555,1.28575
60,4.1337,3.6718,1.55937
61,4.2026,3.3886,1.74258
62,4.2715,4.9777,1.30495
63,4.3404,7.784,1.43722
64,4.4092,12.4915,1.83116
65,4.4781,20.332,2.32714
66,4.547,28.7871,3.57813
67,4.6159,37.8378,4.95716
68,4.6848,51.6673,5.87595
69,4.7537,52.5388,6.68161
70,4.8226,46.7499,7.04144
71,4.8915,35.7524,5.48549
72,4.9604,23.0637,3.81391
73,5.0293,14.1983,2.15516
74,5.0982,10.4498,1.50323
75,5.1671,10.4408,1.3881
76,5.236,10.6992,1.56081
77,5.3049,8.8157,1.45355
78,5.3738,9.1599,1.7665
79,5.4427,9.6324,1.29577
80,5.5116,9.8221,1.23231
81,5.5805,12.6898,1.55101
82,5.6493,10.9687,1.42521
83,5.7182,9.4363,0.84345
84,5.7871,7.8581,0.86406
85,5.856,6.3697,1.27116
86,5.9249,5.7939,0.98525
87,5.9938,5.6573,0.82752
88,6.0627,6.9321,1.08481
89,6.1316,8.5271,1.58194
90,6.2005,10.3497,1.54487
91,6.2694,9.6324,1.39374
92,6.3383,9.723,1.59395
93,6.4072,10.801,1.0081
94,6.4761,14.3058,1.40858
95,6.545,15.8194,0.95036
96,6.6139,15.4143,1.24788
97,6.6828,19.0895,1.39064
98,6.7517,23.7229,1.73245
99,6.8206,24.5007,1.75174
100,6.8894,20.3107,1.64196
101,6.9583,19.0783,1.33367
102,7.0272,22.8749,1.7028
103,7.0961,25.3097,1.81322
104,7.165,19.0542,1.66393
105,7.2339,14.2744,1.71808
106,7.3028,13.7423,0.96499
107,7.3717,14.1849,0.9594
108,7.4406,15.1926,0.88625
109,7.5095,15.3981,1.28855
110,7.5784,16.7568,1.95814
111,7.6473,18.2937,2.64871
112,7.7162,15.6219,2.06255
113,7.7851,11.2645,1.75442
114,7.854,9.3486,1.08723
115,7.9229,6.1382,0.83052
116,7.9918,5.2594,0.80372
117,8.0607,5.7847,1.02782
118,8.1296,6.7497,1.18795
119,8.1984,7.9623,0.90391
120,8.2673,10.5149,1.22037
121,8.3362,14.6425,2.11515
122,8.4051,17.0289,2.08643
123,8.474,15.1549,2.87505
124,8.5429,14.4228,2.55349
125,8.6118,17.5262,2.16762
126,8.6807,20.451,2.4127
127,8.7496,29.2694,2.02043
128,8.8185,43.5239,2.70987
129,8.8874,53.5625,3.62436
130,8.9563,49.8485,3.41239
131,9.0252,38.3497,3.43319
132,9.0941,31.3354,3.16298
133,9.163,24.6577,2.97609
