,position (um),Fat2 intensity,Abi intensity
0,0.0,18.6283,1.23542
1,0.0689,23.491,1.94938
2,0.1378,24.7254,1.74945
3,0.2067,22.6193,1.53374
4,0.2756,17.8013,1.47244
5,0.3445,14.8504,1.49518
6,0.4134,11.919,2.01499
7,0.4823,10.4781,1.95039
8,0.5512,7.7119,1.59277
9,0.6201,9.315,0.92188
10,0.6889,9.6103,0.68818
11,0.7578,8.0858,1.54428
12,0.8267,8.7733,1.43563
13,0.8956,12.6442,0.95995
14,0.9645,17.5496,0.79108
15,1.0334,22.0939,1.13151
16,1.1023,20.178,1.56716
17,1.1712,16.0236,1.42051
18,1.2401,11.6296,1.37825
19,1.309,8.8755,1.24347
20,1.3779,8.259,0.83561
21,1.4468,9.0375,0.87926
22,1.5157,6.2604,0.84049
23,1.5846,7.2936,1.1763
24,1.6535,6.526,1.26491
25,1.7224,7.4336,0.73844
26,1.7913,9.495,0.9527
27,1.8602,9.5724,0.85528
28,1.929,7.4714,0.66029
29,1.9979,6.6971,0.34935
30,2.0668,5.9341,0.66658
31,2.1357,6.9675,0.84283
32,2.2046,6.9722,0.90156
33,2.2735,9.5439,1.25193
34,2.3424,18.8601,1.88739
35,2.4113,22.7741,1.6914
36,2.4802,30.3398,1.72214
37,2.5491,34.4841,1.95451
38,2.618,37.9525,1.50924
39,2.6869,33.185,1.29118
40,2.7558,24.7559,1.52339
41,2.8247,19.3675,1.52692
42,2.8936,16.2178,1.57946
43,2.9625,12.7395,1.72264
44,3.0314,15.9493,1.87423
45,3.1003,14.5848,1.37436
46,3.1691,10.651,1.54042
47,3.238,10.4274,0.99316
48,3.3069,9.0862,1.30333
49,3.3758,8.1244,0.85376
50,3.4447,9.3587,0.6156
51,3.5136,10.0969,0.80684
52,3.5825,12.4563,0.93322
53,3.6514,12.1136,1.35567
54,3.7203,13.1318,0.92733
55,3.7892,17.0469,0.82823
56,3.8581,16.2382,0.78757
57,3.927,13.2076,0.45001
58,3.9959,10.3677,0.79442
59,4.0648,10.2622,0.81387
60,4.1337,7.7914,1.16698
61,4.2026,7.4439,0.58848
62,4.2715,8.0236,0.72753
63,4.3404,10.7286,1.45788
64,4.4092,10.136,1.25981
65,4.4781,9.2885,0.90021
66,4.547,7.4612,0.77905
67,4.6159,6.6563,0.9451
68,4.6848,7.4629,0.76817
69,4.7537,13.9509,0.93654
70,4.8226,21.1274,1.26076
71,4.8915,24.1342,1.6204
72,4.9604,22.6374,1.54498
73,5.0293,16.5956,1.91252
74,5.0982,15.3744,1.30853
75,5.1671,14.5326,0.98853
76,5.236,12.8865,1.38332
77,5.3049,12.8625,0.8457
78,5.3738,13.6032,1.19687
79,5.4427,14.4175,1.05179
80,5.5116,15.4442,1.49616
81,5.5805,15.9724,1.59975
82,5.6493,17.1593,1.45492
83,5.7182,18.7174,1.33738
84,5.7871,21.822,1.33224
85,5.856,25.5035,1.78723
86,5.9249,33.0353,2.59751
87,5.9938,45.033,2.02626
88,6.0627,39.1246,2.11865
89,6.1316,36.2592,2.64402
90,6.2005,28.6335,2.52543
91,6.2694,25.2293,2.37576
92,6.3383,22.0526,2.35152
93,6.4072,18.7463,2.09702
94,6.4761,13.4132,2.00667
95,6.545,12.7199,1.50644
96,6.6139,10.4188,1.46693
97,6.6828,9.0098,1.56088
98,6.7517,7.9088,1.72887
99,6.8206,7.743,1.27024
100,6.8894,7.6728,1.09652
101,6.9583,6.3851,1.32728
102,7.0272,6.1816,1.37288
103,7.0961,8.4453,1.25051
104,7.165,11.8319,1.8104
105,7.2339,15.3777,1.76464
106,7.3028,21.8625,1.11617
107,7.3717,18.6631,1.69996
108,7.4406,14.6404,2.08584
109,7.5095,11.2361,1.9439
110,7.5784,8.1806,1.43315
111,7.6473,9.4561,1.59493
112,7.7162,8.0103,1.44644
113,7.7851,8.2427,1.31446
114,7.854,7.2973,0.9883
115,7.9229,8.4364,1.11312
116,7.9918,7.9146,1.51023
117,8.0607,8.9999,2.08933
118,8.1296,11.7075,1.76722
119,8.1984,16.29,2.03989
120,8.2673,21.4215,1.61781
121,8.3362,24.1107,1.74205
122,8.4051,21.9069,1.84369
123,8.474,17.6247,2.16892
124,8.5429,15.2279,1.63153
125,8.6118,13.652,1.55702
126,8.6807,12.3287,1.44698
127,8.7496,12.8314,1.32577
128,8.8185,14.7616,1.65899
129,8.8874,14.7897,1.35049
130,8.9563,17.0407,1.14872
131,9.0252,19.2712,0.91702
132,9.0941,22.8943,1.34456
133,9.163,19.3515,1.46868
134,9.2319,16.5521,1.67754
135,9.3008,13.5639,1.67153
136,9.3697,13.5337,1.94931
137,9.4385,13.641,1.42796
138,9.5074,10.4424,0.81287
139,9.5763,7.8493,0.96159
140,9.6452,7.2953,1.38639
141,9.7141,4.8377,1.7006
142,9.783,5.6436,1.23548
143,9.8519,8.1201,0.98163
144,9.9208,10.6259,1.4566
145,9.9897,16.2452,1.99057
146,10.0586,19.6462,2.25859
147,10.1275,17.183,1.97193
148,10.1964,12.611,2.2156
149,10.2653,10.1661,1.76069
150,10.3342,9.9866,1.75303
151,10.4031,11.5273,1.89792
152,10.472,9.7125,2.01213
153,10.5409,8.5157,1.6656
154,10.6098,9.4496,1.09951
155,10.6786,11.3013,1.20399
156,10.7475,13.7775,1.85774
157,10.8164,20.6881,2.34156
158,10.8853,26.4574,2.40963
159,10.9542,36.0166,2.60798
160,11.0231,43.8836,3.6129
161,11.092,49.8166,3.21546
162,11.1609,43.8785,3.76891
163,11.2298,33.3725,3.49561
164,11.2987,24.1794,2.58255
165,11.3676,16.0323,1.70215
166,11.4365,10.8965,1.98785
167,11.5054,11.3099,2.14101
168,11.5743,12.0539,2.26351
169,11.6432,14.1884,2.358
170,11.7121,14.209,2.09324
171,11.781,11.367,1.84728
172,11.8499,10.3046,2.21082
173,11.9187,9.7068,2.34686
174,11.9876,7.3222,1.60246
175,12.0565,7.6879,0.93045
