,position (um),Fat2 intensity,Abi intensity
0,0.0,46.8489,4.28832
1,0.0689,39.6587,4.77252
2,0.1378,28.6149,5.18671
3,0.2067,22.9469,4.64842
4,0.2756,21.0342,3.20072
5,0.3445,19.5256,2.66007
6,0.4134,16.2983,3.11163
7,0.4823,15.3816,2.53176
8,0.5512,13.891,2.30201
9,0.6201,13.8153,2.4421
10,0.6889,13.0432,2.83864
11,0.7578,11.8063,2.61138
12,0.8267,11.3661,2.48073
13,0.8956,7.9569,2.35948
14,0.9645,5.284,2.29981
15,1.0334,5.0846,1.53189
16,1.1023,4.6946,1.37547
17,1.1712,4.7579,1.51665
18,1.2401,5.7786,1.35882
19,1.309,6.3169,1.46811
20,1.3779,6.2107,1.07033
21,1.4468,6.0951,1.1935
22,1.5157,5.8519,1.1023
23,1.5846,9.6716,1.11635
24,1.6535,10.8451,0.96243
25,1.7224,11.6167,1.5812
26,1.7913,9.7282,1.19347
27,1.8602,10.8492,1.42635
28,1.929,12.7915,1.0608
29,1.9979,11.2936,1.60224
30,2.0668,7.5326,1.45832
31,2.1357,5.7992,1.86432
32,2.2046,6.3537,1.49294
33,2.2735,6.283,1.84246
34,2.3424,6.1871,2.25694
35,2.4113,9.1745,1.25426
36,2.4802,9.0244,1.60856
37,2.5491,8.6188,1.42484
38,2.618,11.029,2.02903
39,2.6869,11.8034,2.21931
40,2.7558,12.8693,2.33222
41,2.8247,15.6394,2.51556
42,2.8936,22.0019,2.50105
43,2.9625,26.6143,3.64497
44,3.0314,34.5214,3.46312
45,3.1003,29.188,4.60423
46,3.1691,26.6623,3.59983
47,3.238,29.0241,3.6819
48,3.3069,28.3852,3.78939
49,3.3758,28.4736,3.91731
50,3.4447,28.9003,3.30675
51,3.5136,22.4868,2.54962
52,3.5825,19.1274,2.89245
53,3.6514,17.0861,2.43984
54,3.7203,18.747,2.89443
55,3.7892,15.6577,2.11752
56,3.8581,14.1934,1.48484
57,3.927,13.1,1.26706
58,3.9959,9.8963,1.96703
59,4.0648,6.8101,1.13187
60,4.1337,6.8735,1.37805
61,4.2026,5.6322,1.35737
62,4.2715,6.2969,1.53804
63,4.3404,8.1978,1.20891
64,4.4092,6.9371,1.11926
65,4.4781,10.9878,1.10741
66,4.547,17.9925,1.56218
67,4.6159,21.6385,2.19916
68,4.6848,20.0016,2.67257
69,4.7537,17.7731,1.74572
70,4.8226,12.6655,1.58456
71,4.8915,7.1032,1.51659
72,4.9604,6.4816,1.63432
73,5.0293,8.4122,1.79734
74,5.0982,9.8636,1.63685
75,5.1671,10.3813,2.43875
76,5.236,10.3365,2.21245
77,5.3049,12.2941,1.97094
78,5.3738,10.5525,1.86904
79,5.4427,9.6883,1.52901
80,5.5116,8.6867,0.98011
81,5.5805,10.597,1.30323
82,5.6493,14.6368,1.08751
83,5.7182,16.3575,1.51356
84,5.7871,18.5969,2.00396
85,5.856,15.325,1.65165
86,5.9249,15.2533,1.45993
87,5.9938,13.9772,0.98085
88,6.0627,14.2208,1.66228
89,6.1316,12.4075,1.18235
90,6.2005,10.0323,1.81874
91,6.2694,7.1927,1.62553
92,6.3383,7.1007,1.4771
93,6.4072,8.7142,0.83472
94,6.4761,9.0971,1.29649
95,6.545,10.306,1.64735
96,6.6139,9.9727,1.59517
97,6.6828,6.8865,1.08279
98,6.7517,8.869,1.79723
99,6.8206,9.0402,1.55411
100,6.8894,9.6652,1.44255
101,6.9583,11.2659,1.49691
102,7.0272,13.0237,1.62569
103,7.0961,13.51,1.52781
104,7.165,11.6781,1.62319
105,7.2339,10.712,1.75281
106,7.3028,8.551,1.36529
107,7.3717,6.9972,1.75547
108,7.4406,7.3871,1.92108
109,7.5095,7.0948,1.36635
110,7.5784,9.4196,2.16094
