,position (um),Fat2 intensity,Abi intensity
0,0.0,26.4803,2.04912
1,0.0689,28.7986,2.29107
2,0.1378,25.0125,2.57089
3,0.2067,18.6589,3.13727
4,0.2756,16.7759,3.28966
5,0.3445,11.8592,3.16489
6,0.4134,11.4061,2.8733
7,0.4823,10.341,1.9273
8,0.5512,12.2804,1.14169
9,0.6201,14.2012,1.11622
10,0.6889,15.9107,1.45285
11,0.7578,12.7528,1.52491
12,0.8267,9.9259,1.16282
13,0.8956,7.6483,0.60334
14,0.9645,8.0272,0.85197
15,1.0334,6.6035,1.0407
16,1.1023,6.5694,0.97529
17,1.1712,7.5484,1.00689
18,1.2401,5.7822,0.97437
19,1.309,5.4245,1.08813
20,1.3779,8.2777,1.01409
21,1.4468,9.7262,1.09161
22,1.5157,12.8874,1.33007
23,1.5846,12.2688,1.39468
24,1.6535,10.9296,1.11909
25,1.7224,7.4892,1.35378
26,1.7913,7.6972,1.04888
27,1.8602,9.7012,1.2281
28,1.929,11.7985,1.24881
29,1.9979,11.4716,0.76148
30,2.0668,11.6989,0.6275
31,2.1357,7.7112,0.68545
32,2.2046,6.3833,0.95907
33,2.2735,5.7671,0.85112
34,2.3424,3.0826,0.68905
35,2.4113,4.5006,0.59363
36,2.4802,4.1006,0.75334
37,2.5491,3.499,0.54898
38,2.618,3.3578,0.66522
39,2.6869,3.8473,0.73756
40,2.7558,5.7657,0.97485
41,2.8247,6.5168,0.56834
42,2.8936,5.7927,0.81108
43,2.9625,3.9685,0.92084
44,3.0314,4.7683,0.7982
45,3.1003,4.6494,0.47871
46,3.1691,5.1142,0.85438
47,3.238,5.5816,0.49293
48,3.3069,4.4539,0.71149
49,3.3758,4.23,0.58335
50,3.4447,5.7861,0.56671
51,3.5136,7.7955,0.67083
52,3.5825,5.5832,0.38635
53,3.6514,4.5663,0.65229
54,3.7203,4.9484,0.51251
55,3.7892,4.0291,0.49608
56,3.8581,7.1236,0.71816
57,3.927,8.1579,0.75332
58,3.9959,7.2864,0.86213
59,4.0648,6.3098,0.71243
60,4.1337,6.5901,0.89322
61,4.2026,7.439,1.09078
62,4.2715,8.2659,0.8532
63,4.3404,9.3766,1.35314
64,4.4092,10.5978,1.37426
65,4.4781,9.9787,1.25617
66,4.547,9.8605,0.6629
67,4.6159,15.7831,1.04118
68,4.6848,18.1841,0.80042
69,4.7537,17.1352,0.95667
70,4.8226,20.4863,1.20967
71,4.8915,18.4527,1.25145
72,4.9604,13.0609,1.10535
73,5.0293,11.1391,1.14961
74,5.0982,12.4226,1.31954
75,5.1671,15.757,1.34253
76,5.236,16.2722,1.73596
77,5.3049,14.8281,1.52639
78,5.3738,11.0206,1.46209
79,5.4427,8.1194,1.20641
80,5.5116,7.1317,1.10093
81,5.5805,5.6689,0.62495
82,5.6493,6.2386,0.26693
83,5.7182,6.6673,0.40992
84,5.7871,6.6026,0.79369
85,5.856,6.8869,1.01197
86,5.9249,5.3045,1.2165
87,5.9938,7.3726,1.2684
88,6.0627,8.6445,0.98369
89,6.1316,9.8662,1.41741
90,6.2005,11.623,1.27712
91,6.2694,14.6823,1.91447
92,6.3383,16.8825,2.32041
93,6.4072,22.0053,2.17045
94,6.4761,20.4716,1.45103
95,6.545,14.6279,1.65915
96,6.6139,13.7421,2.01448
97,6.6828,10.7675,1.54822
98,6.7517,12.511,1.75669
99,6.8206,9.0919,1.87044
100,6.8894,7.1557,1.82403
101,6.9583,7.5852,1.86206
102,7.0272,6.0139,2.15288
103,7.0961,8.7938,1.54833
104,7.165,8.7542,1.64737
105,7.2339,11.2612,1.67301
106,7.3028,13.1667,2.78921
107,7.3717,15.5195,2.48456
108,7.4406,14.5567,2.62554
109,7.5095,13.1535,2.23979
110,7.5784,12.458,2.01479
111,7.6473,15.7896,1.90907
112,7.7162,15.109,2.12503
113,7.7851,17.0255,3.19558
114,7.854,18.0577,3.20159
115,7.9229,15.6152,2.60345
116,7.9918,12.3758,2.03612
117,8.0607,14.3553,2.42992
118,8.1296,15.6001,2.04421
119,8.1984,19.055,2.27942
120,8.2673,25.2148,2.51082
121,8.3362,25.0588,3.26455
122,8.4051,31.1337,3.22072
123,8.474,31.0585,2.19054
124,8.5429,31.1452,2.45615
125,8.6118,30.8235,2.58229
126,8.6807,24.0186,2.05953
127,8.7496,19.9169,1.82125
128,8.8185,15.449,1.91723
129,8.8874,11.8022,1.21233
130,8.9563,9.5004,1.32947
131,9.0252,10.7218,1.47493
132,9.0941,10.7711,1.77914
133,9.163,9.8253,1.01077
134,9.2319,8.4395,1.31431
135,9.3008,5.3469,1.01581
136,9.3697,5.1476,1.1885
137,9.4385,7.1415,1.10072
138,9.5074,6.4078,1.04908
139,9.5763,7.6416,1.31389
140,9.6452,8.085,1.08473
141,9.7141,7.9995,1.04229
142,9.783,10.5454,1.64011
143,9.8519,8.1578,1.54116
144,9.9208,7.4051,1.35249
145,9.9897,12.2629,1.24379
146,10.0586,21.0032,0.83642
147,10.1275,23.9507,1.86926
148,10.1964,29.2087,1.94735
149,10.2653,36.201,2.44562
150,10.3342,34.4358,2.51829
151,10.4031,26.5665,3.19969
152,10.472,21.4878,3.04553
153,10.5409,15.1129,3.2726
154,10.6098,10.3243,3.2847
155,10.6786,11.7686,2.7431
156,10.7475,12.2351,2.08998
157,10.8164,12.3635,2.89642
158,10.8853,11.3631,2.52198
159,10.9542,9.9758,1.89827
160,11.0231,6.6548,1.80554
161,11.092,5.2797,2.25659
