,condition,t_step,t_sec,t_min,mean_bleached,mean_control,mean_corr,mean_rescaled,std_rescaled
29,Fat2_30min,29,810.0,13.5,4.965176470588235,7.8061470588235276,0.6360598171124567,0.5191354756294414,0.23755014267605667
30,Fat2_30min,30,840.0,14.0,4.987235294117647,7.651882352941176,0.6517658092587753,0.5423789008434229,0.27849048264107074
31,Fat2_30min,31,870.0,14.5,5.0405588235294125,7.598911764705882,0.6633264050967052,0.559487520425343,0.2551012961941525
32,Fat2_30min,32,900.0,15.0,5.1037058823529415,7.698176470588235,0.662975953052289,0.5589688836012832,0.2535667702582429
33,Fat2_30min,33,930.0,15.5,5.079352941176471,7.66364705882353,0.6627853425645907,0.5586867975939466,0.26491633251533653
34,Fat2_30min,34,960.0,16.0,5.139617647058822,7.613823529411765,0.6750376636922005,0.5768191070446448,0.25058028175448077
35,Fat2_30min,35,990.0,16.5,5.211352941176469,7.42620588235294,0.701751745606774,0.6163534936250626,0.26052079489098845
36,Fat2_30min,36,1020.0,17.0,5.299117647058824,7.338235294117646,0.7221242484969942,0.6465029259524848,0.2709335656891307
37,Fat2_30min,37,1050.0,17.5,5.3884411764705895,7.383529411764705,0.7297920650095605,0.6578505898252279,0.26203946884873036
38,Fat2_30min,38,1080.0,18.0,5.309823529411764,7.594205882352942,0.699194044995604,0.6125683317376985,0.2405752565377209
39,Fat2_30min,39,1110.0,18.5,4.985588235294119,7.733882352941176,0.6446423681888712,0.5318368626052764,0.2157602881117257
40,Fat2_30min,40,1140.0,19.0,5.108558823529413,7.58785294117647,0.6732548539267484,0.5741807124072354,0.22517580299791293
41,Fat2_30min,41,1170.0,19.5,4.959058823529412,7.40585294117647,0.6696134615308242,0.568791786254661,0.21197029369900672
42,Fat2_30min,42,1200.0,20.0,4.780970588235296,7.62414705882353,0.627082682344409,0.505850141046751,0.2059308296784588
43,Fat2_30min,43,1230.0,20.5,4.813352941176471,7.3701764705882375,0.6530851683653515,0.5443314310903756,0.21231306897778202
44,Fat2_30min,44,1260.0,21.0,4.780588235294117,7.346764705882353,0.6507065935385724,0.5408113589047381,0.2133655373953895
45,Fat2_30min,45,1290.0,21.5,4.8139705882352954,7.125058823529413,0.6756394168056405,0.5777096463597815,0.24338435160602032
46,Fat2_30min,46,1320.0,22.0,4.833000000000002,7.194999999999999,0.6717164697706745,0.5719040452123864,0.2617494597590364
47,Fat2_30min,47,1350.0,22.5,4.794735294117649,7.1879117647058814,0.6670553912000953,0.5650060772163217,0.30333664604794885
48,Fat2_30min,48,1380.0,23.0,5.007147058823528,7.067058823529412,0.7085192275678373,0.6263687450898237,0.3118658663786433
49,Fat2_30min,49,1410.0,23.5,5.151794117647057,7.023147058823531,0.7335449584776387,0.6634045273191902,0.34450821417204147
50,Fat2_30min,50,1440.0,24.0,5.069999999999999,6.920999999999999,0.7325530992631123,0.661936666819779,0.3374937376797146
51,Fat2_30min,51,1470.0,24.5,5.033235294117648,6.953882352941174,0.7238021925966032,0.6489861290401449,0.31180487786504085
52,Fat2_30min,52,1500.0,25.0,4.976176470588236,6.80720588235294,0.7310160081228804,0.6596619131695661,0.29551921968249406
53,Fat2_30min,53,1530.0,25.5,4.918088235294116,6.638705882352943,0.7408203228836232,0.674171398135091,0.2618161270086436
54,Fat2_30min,54,1560.0,26.0,5.104382352941178,6.595735294117646,0.7738913290673567,0.7231134485208035,0.2671879957391865
55,Fat2_30min,55,1590.0,26.5,5.173294117647059,6.760382352941177,0.7652369122874184,0.7103057069072135,0.33940356375127334
56,Fat2_30min,56,1620.0,27.0,5.219117647058824,6.5298235294117655,0.799273919662724,0.7606773502943581,0.31245986235512613
57,Fat2_30min,57,1650.0,27.5,4.940882352941177,6.85891176470588,0.7203595151005779,0.6438912826802811,0.26557784507024923
58,Fat2_30min,58,1680.0,28.0,4.782941176470589,6.984941176470587,0.6847503873879947,0.5911930456499925,0.25738145132816015
59,Fat2_30min,59,1710.0,28.5,4.765794117647057,6.811088235294118,0.6997111112070712,0.6133335422194657,0.25387774545885017
60,Fat2_30min,60,1740.0,29.0,4.878852941176471,6.759176470588237,0.721811741771535,0.6460404447138334,0.2795587328088825
0,Fat2_sema5cK175_30min,0,-60.0,-1.0,5.529649999999998,6.070600000000001,0.9108901920732708,0.9861351385573195,0.17053201519965
1,Fat2_sema5cK175_30min,1,-30.0,-0.5,5.56225,6.0454,0.9200797300426771,1.0,0.0
2,Fat2_sema5cK175_30min,2,0.0,0.0,1.4751,5.7333,0.25728637957197426,0.0,0.0
3,Fat2_sema5cK175_30min,3,30.0,0.5,1.7427999999999997,5.53335,0.31496290673823263,0.08702037690223903,0.06773659064597265
4,Fat2_sema5cK175_30min,4,60.0,1.0,1.8179500000000002,5.55955,0.3269958899551223,0.1051753315473695,0.083504674458437
5,Fat2_sema5cK175_30min,5,90.0,1.5,1.9064500000000002,5.3839500000000005,0.35409875648919475,0.14606721212345633,0.1009194293352455
6,Fat2_sema5cK175_30min,6,120.0,2.0,2.0928500000000003,5.367699999999999,0.38989697635858944,0.20007834522244036,0.11551679338729892
7,Fat2_sema5cK175_30min,7,150.0,2.5,2.2535999999999996,5.55155,0.4059406832326107,0.2242845429198483,0.13283867632387472
8,Fat2_sema5cK175_30min,8,180.0,3.0,2.3533,5.4064000000000005,0.43528040840485344,0.2685513195122904,0.157120945875649
9,Fat2_sema5cK175_30min,9,210.0,3.5,2.42995,5.304,0.4581353695324283,0.30303410530267844,0.15596197244128363
10,Fat2_sema5cK175_30min,10,240.0,4.0,2.5631000000000004,5.0726,0.5052832866774436,0.3741692745247773,0.12122633765351999
11,Fat2_sema5cK175_30min,11,270.0,4.5,2.7084500000000005,5.306099999999999,0.5104408134034415,0.3819507749311032,0.10228448020499528
12,Fat2_sema5cK175_30min,12,300.0,5.0,2.67715,5.176900000000001,0.5171338059456431,0.39204893378777905,0.12900526481276914
13,Fat2_sema5cK175_30min,13,330.0,5.5,2.8371499999999994,5.139000000000001,0.5520821171434129,0.4447777536725142,0.20568131530566264
14,Fat2_sema5cK175_30min,14,360.0,6.0,2.9602000000000004,5.12695,0.5773803138318104,0.4829468099408537,0.1949859297533064
15,Fat2_sema5cK175_30min,15,390.0,6.5,3.0261000000000005,4.900549999999999,0.6175021171093042,0.5434812182130552,0.270109363891402
16,Fat2_sema5cK175_30min,16,420.0,7.0,3.0895500000000005,4.85205,0.6367514761801714,0.5725239946036097,0.23539573871841535
17,Fat2_sema5cK175_30min,17,450.0,7.5,3.0509999999999997,4.8709999999999996,0.6263600903305276,0.5568458260730051,0.21420276985097975
18,Fat2_sema5cK175_30min,18,480.0,8.0,2.8984,4.92945,0.5879763462455243,0.49893374222704634,0.19546461947055008
19,Fat2_sema5cK175_30min,19,510.0,8.5,2.8828500000000004,4.73455,0.6088963048230561,0.5304970621708491,0.15303876708159206
20,Fat2_sema5cK175_30min,20,540.0,9.0,3.00845,4.6875,0.6418026666666666,0.5801450585187924,0.14437791908794792
21,Fat2_sema5cK175_30min,21,570.0,9.5,3.1255499999999996,4.84325,0.6453414546017652,0.5854842610509019,0.16354282896686845
22,Fat2_sema5cK175_30min,22,600.0,10.0,3.0501000000000005,4.64505,0.6566344818677948,0.6025227953965008,0.1715756836130348
23,Fat2_sema5cK175_30min,23,630.0,10.5,3.2224999999999993,4.6305,0.6959291653169203,0.6618092734838551,0.2119477298316985
24,Fat2_sema5cK175_30min,24,660.0,11.0,3.1456,4.420850000000001,0.7115373740344051,0.685358406417069,0.1625134810782846
25,Fat2_sema5cK175_30min,25,690.0,11.5,3.0261,4.3816500000000005,0.6906302420321111,0.6538144387724839,0.20043373208397172
26,Fat2_sema5cK175_30min,26,720.0,12.0,3.0232,4.4369499999999995,0.6813689584061124,0.6398413299303064,0.17126378382394195
27,Fat2_sema5cK175_30min,27,750.0,12.5,3.06705,4.62775,0.6627518772621684,0.6117525129095525,0.17281323476287544
28,Fat2_sema5cK175_30min,28,780.0,13.0,3.11085,4.587249999999999,0.6781513978963433,0.6349867843808013,0.17531740893263068
29,Fat2_sema5cK175_30min,29,810.0,13.5,3.1432500000000005,4.483250000000001,0.7011096860536441,0.6696254664692626,0.16512872308974322
30,Fat2_sema5cK175_30min,30,840.0,14.0,3.173,4.567649999999999,0.6946679364662356,0.6599063744131433,0.21127269709775826
31,Fat2_sema5cK175_30min,31,870.0,14.5,3.3064500000000003,4.582000000000001,0.7216171977302488,0.7005665005970804,0.20336403464953154
32,Fat2_sema5cK175_30min,32,900.0,15.0,3.2390999999999996,4.6356,0.6987444990939683,0.6660569530585652,0.15524917048916412
33,Fat2_sema5cK175_30min,33,930.0,15.5,3.41385,4.538250000000001,0.7522392992893736,0.7467680829415284,0.19142750712483256
34,Fat2_sema5cK175_30min,34,960.0,16.0,3.1543,4.5662,0.6907932197450835,0.6540603339868167,0.1838264898011353
35,Fat2_sema5cK175_30min,35,990.0,16.5,3.3026999999999993,4.439349999999999,0.7439602644531293,0.7342769575698501,0.22791103470667992
36,Fat2_sema5cK175_30min,36,1020.0,17.0,3.3139499999999997,4.69695,0.705553603934468,0.6763302981904437,0.20672173162727137
37,Fat2_sema5cK175_30min,37,1050.0,17.5,3.3671999999999995,4.6744,0.720349135717953,0.6986532918852016,0.1828091511081134
38,Fat2_sema5cK175_30min,38,1080.0,18.0,3.4463999999999997,4.896850000000001,0.7037993812348753,0.6736835868160057,0.2054171457956191
39,Fat2_sema5cK175_30min,39,1110.0,18.5,3.4588499999999995,4.668000000000001,0.7409704370179946,0.7297660079156156,0.20349945449153675
40,Fat2_sema5cK175_30min,40,1140.0,19.0,3.37375,4.8076,0.7017534736666944,0.6705967912609085,0.20923226952235546
41,Fat2_sema5cK175_30min,41,1170.0,19.5,3.3205,4.85985,0.6832515406854122,0.642681705860395,0.22506765192362124
42,Fat2_sema5cK175_30min,42,1200.0,20.0,3.4080500000000002,4.6628,0.7309020331131509,0.714575143526748,0.22179839572445598
43,Fat2_sema5cK175_30min,43,1230.0,20.5,3.4308000000000005,4.587400000000001,0.7478746130705847,0.7401827932495162,0.22850400438857754
44,Fat2_sema5cK175_30min,44,1260.0,21.0,3.5123000000000006,4.5967,0.76409163095264,0.7646504766843883,0.21245703879359018
45,Fat2_sema5cK175_30min,45,1290.0,21.5,3.4595000000000007,4.404200000000001,0.7855002043503927,0.7969510020027982,0.202532256609933
46,Fat2_sema5cK175_30min,46,1320.0,22.0,3.3984,4.3858000000000015,0.774864334898992,0.7809039649529433,0.21448624263082294
47,Fat2_sema5cK175_30min,47,1350.0,22.5,3.5107,4.4075,0.7965286443562111,0.8135903361149859,0.18815255251933502
48,Fat2_sema5cK175_30min,48,1380.0,23.0,3.4982499999999996,4.3789,0.7988878485464386,0.817149822927206,0.19851137079169548
49,Fat2_sema5cK175_30min,49,1410.0,23.5,3.3876000000000004,4.4108,0.7680239412351502,0.7705834123116355,0.2099881431058863
50,Fat2_sema5cK175_30min,50,1440.0,24.0,3.4318999999999997,4.291550000000001,0.7996877585021727,0.8183566997843228,0.22985275990575277
51,Fat2_sema5cK175_30min,51,1470.0,24.5,3.37395,4.314450000000001,0.7820116121405971,0.7916875330689019,0.2003072799625048
52,Fat2_sema5cK175_30min,52,1500.0,25.0,3.4415500000000003,4.55375,0.7557617348339282,0.7520826135445482,0.19214599109993705
53,Fat2_sema5cK175_30min,53,1530.0,25.5,3.5985,4.843999999999999,0.7428777869529316,0.7326437524397308,0.19543961413325378
54,Fat2_sema5cK175_30min,54,1560.0,26.0,3.59795,4.663650000000001,0.7714879975984473,0.7758098623972269,0.25031102363828195
55,Fat2_sema5cK175_30min,55,1590.0,26.5,3.6280499999999996,4.3576,0.8325798604736552,0.8679831813235888,0.27458587242949395
56,Fat2_sema5cK175_30min,56,1620.0,27.0,3.6475999999999997,4.3993,0.8291319073488963,0.862781027255039,0.30655815211113685
57,Fat2_sema5cK175_30min,57,1650.0,27.5,3.6987,4.556749999999999,0.811696933121194,0.8364757328290758,0.354348132805703
58,Fat2_sema5cK175_30min,58,1680.0,28.0,3.5900999999999996,4.2208,0.8505733510235026,0.8951311461259946,0.32515236613469917
59,Fat2_sema5cK175_30min,59,1710.0,28.5,3.5543,4.1664,0.8530865975422426,0.898923046749251,0.2925195547120112
60,Fat2_sema5cK175_30min,60,1740.0,29.0,3.528350000000001,4.053100000000001,0.87053119834201,0.9252428654187933,0.29657604172397767
