,condition,sample,region_type,roi,t_step,t_sec,t_min,mean_intensity
0,Fat2_30min,6,bleached,2,0,-60.0,-1.0,9.73
1,Fat2_30min,6,bleached,2,1,-30.0,-0.5,8.92
2,Fat2_30min,6,bleached,2,2,0.0,0.0,3.22
3,Fat2_30min,6,bleached,2,3,30.0,0.5,2.77
4,Fat2_30min,6,bleached,2,4,60.0,1.0,4.27
5,Fat2_30min,6,bleached,2,5,90.0,1.5,4.46
6,Fat2_30min,6,bleached,2,6,120.0,2.0,3.52
7,Fat2_30min,6,bleached,2,7,150.0,2.5,4.39
8,Fat2_30min,6,bleached,2,8,180.0,3.0,3.45
9,Fat2_30min,6,bleached,2,9,210.0,3.5,6.91
10,Fat2_30min,6,bleached,2,10,240.0,4.0,6.94
11,Fat2_30min,6,bleached,2,11,270.0,4.5,7.01
12,Fat2_30min,6,bleached,2,12,300.0,5.0,7.6
13,Fat2_30min,6,bleached,2,13,330.0,5.5,7.83
14,Fat2_30min,6,bleached,2,14,360.0,6.0,7.51
15,Fat2_30min,6,bleached,2,15,390.0,6.5,7.77
16,Fat2_30min,6,bleached,2,16,420.0,7.0,6.96
17,Fat2_30min,6,bleached,2,17,450.0,7.5,6.68
18,Fat2_30min,6,bleached,2,18,480.0,8.0,6.17
19,Fat2_30min,6,bleached,2,19,510.0,8.5,6.33
20,Fat2_30min,6,bleached,2,20,540.0,9.0,5.77
21,Fat2_30min,6,bleached,2,21,570.0,9.5,6.74
22,Fat2_30min,6,bleached,2,22,600.0,10.0,6.02
23,Fat2_30min,6,bleached,2,23,630.0,10.5,7.5
24,Fat2_30min,6,bleached,2,24,660.0,11.0,4.52
25,Fat2_30min,6,bleached,2,25,690.0,11.5,5.12
26,Fat2_30min,6,bleached,2,26,720.0,12.0,8.05
27,Fat2_30min,6,bleached,2,27,750.0,12.5,8.87
28,Fat2_30min,6,bleached,2,28,780.0,13.0,8.79
29,Fat2_30min,6,bleached,2,29,810.0,13.5,8.85
30,Fat2_30min,6,bleached,2,30,840.0,14.0,10.43
31,Fat2_30min,6,bleached,2,31,870.0,14.5,7.98
32,Fat2_30min,6,bleached,2,32,900.0,15.0,7.52
33,Fat2_30min,6,bleached,2,33,930.0,15.5,9.51
34,Fat2_30min,6,bleached,2,34,960.0,16.0,7.8
35,Fat2_30min,6,bleached,2,35,990.0,16.5,7.71
36,Fat2_30min,6,bleached,2,36,1020.0,17.0,7.24
37,Fat2_30min,6,bleached,2,37,1050.0,17.5,6.75
38,Fat2_30min,6,bleached,2,38,1080.0,18.0,6.75
39,Fat2_30min,6,bleached,2,39,1110.0,18.5,5.87
40,Fat2_30min,6,bleached,2,40,1140.0,19.0,5.45
41,Fat2_30min,6,bleached,2,41,1170.0,19.5,5.27
42,Fat2_30min,6,bleached,2,42,1200.0,20.0,5.29
43,Fat2_30min,6,bleached,2,43,1230.0,20.5,6.21
44,Fat2_30min,6,bleached,2,44,1260.0,21.0,6.3
45,Fat2_30min,6,bleached,2,45,1290.0,21.5,6.48
46,Fat2_30min,6,bleached,2,46,1320.0,22.0,5.99
47,Fat2_30min,6,bleached,2,47,1350.0,22.5,6.33
48,Fat2_30min,6,bleached,2,48,1380.0,23.0,6.64
49,Fat2_30min,6,bleached,2,49,1410.0,23.5,8.98
50,Fat2_30min,6,bleached,2,50,1440.0,24.0,6.42
51,Fat2_30min,6,bleached,2,51,1470.0,24.5,6.4
52,Fat2_30min,6,bleached,2,52,1500.0,25.0,6.16
53,Fat2_30min,6,bleached,2,53,1530.0,25.5,6.16
54,Fat2_30min,6,bleached,2,54,1560.0,26.0,6.04
55,Fat2_30min,6,bleached,2,55,1590.0,26.5,4.04
56,Fat2_30min,6,bleached,2,56,1620.0,27.0,4.51
57,Fat2_30min,6,bleached,2,57,1650.0,27.5,5.25
58,Fat2_30min,6,bleached,2,58,1680.0,28.0,5.52
59,Fat2_30min,6,bleached,2,59,1710.0,28.5,6.02
60,Fat2_30min,6,bleached,2,60,1740.0,29.0,5.92
0,Fat2_30min,6,bleached,3,0,-60.0,-1.0,9.06
1,Fat2_30min,6,bleached,3,1,-30.0,-0.5,8.83
2,Fat2_30min,6,bleached,3,2,0.0,0.0,3.14
3,Fat2_30min,6,bleached,3,3,30.0,0.5,2.51
4,Fat2_30min,6,bleached,3,4,60.0,1.0,2.85
5,Fat2_30min,6,bleached,3,5,90.0,1.5,2.87
6,Fat2_30min,6,bleached,3,6,120.0,2.0,4.25
7,Fat2_30min,6,bleached,3,7,150.0,2.5,4.6
8,Fat2_30min,6,bleached,3,8,180.0,3.0,4.49
9,Fat2_30min,6,bleached,3,9,210.0,3.5,4.87
10,Fat2_30min,6,bleached,3,10,240.0,4.0,4.69
11,Fat2_30min,6,bleached,3,11,270.0,4.5,4.57
12,Fat2_30min,6,bleached,3,12,300.0,5.0,4.61
13,Fat2_30min,6,bleached,3,13,330.0,5.5,4.41
14,Fat2_30min,6,bleached,3,14,360.0,6.0,4.76
15,Fat2_30min,6,bleached,3,15,390.0,6.5,4.76
16,Fat2_30min,6,bleached,3,16,420.0,7.0,5.0
17,Fat2_30min,6,bleached,3,17,450.0,7.5,4.37
18,Fat2_30min,6,bleached,3,18,480.0,8.0,4.0
19,Fat2_30min,6,bleached,3,19,510.0,8.5,4.7
20,Fat2_30min,6,bleached,3,20,540.0,9.0,4.11
21,Fat2_30min,6,bleached,3,21,570.0,9.5,5.08
22,Fat2_30min,6,bleached,3,22,600.0,10.0,4.57
23,Fat2_30min,6,bleached,3,23,630.0,10.5,3.69
24,Fat2_30min,6,bleached,3,24,660.0,11.0,4.47
25,Fat2_30min,6,bleached,3,25,690.0,11.5,4.2
26,Fat2_30min,6,bleached,3,26,720.0,12.0,3.78
27,Fat2_30min,6,bleached,3,27,750.0,12.5,3.83
28,Fat2_30min,6,bleached,3,28,780.0,13.0,4.5
29,Fat2_30min,6,bleached,3,29,810.0,13.5,4.24
30,Fat2_30min,6,bleached,3,30,840.0,14.0,4.02
31,Fat2_30min,6,bleached,3,31,870.0,14.5,4.26
32,Fat2_30min,6,bleached,3,32,900.0,15.0,5.24
33,Fat2_30min,6,bleached,3,33,930.0,15.5,5.97
34,Fat2_30min,6,bleached,3,34,960.0,16.0,4.69
35,Fat2_30min,6,bleached,3,35,990.0,16.5,5.57
36,Fat2_30min,6,bleached,3,36,1020.0,17.0,5.65
37,Fat2_30min,6,bleached,3,37,1050.0,17.5,6.54
38,Fat2_30min,6,bleached,3,38,1080.0,18.0,6.15
39,Fat2_30min,6,bleached,3,39,1110.0,18.5,6.67
40,Fat2_30min,6,bleached,3,40,1140.0,19.0,5.32
41,Fat2_30min,6,bleached,3,41,1170.0,19.5,6.05
42,Fat2_30min,6,bleached,3,42,1200.0,20.0,5.24
43,Fat2_30min,6,bleached,3,43,1230.0,20.5,5.38
44,Fat2_30min,6,bleached,3,44,1260.0,21.0,3.89
45,Fat2_30min,6,bleached,3,45,1290.0,21.5,4.85
46,Fat2_30min,6,bleached,3,46,1320.0,22.0,5.48
47,Fat2_30min,6,bleached,3,47,1350.0,22.5,5.38
48,Fat2_30min,6,bleached,3,48,1380.0,23.0,5.46
49,Fat2_30min,6,bleached,3,49,1410.0,23.5,6.77
50,Fat2_30min,6,bleached,3,50,1440.0,24.0,6.41
51,Fat2_30min,6,bleached,3,51,1470.0,24.5,6.7
52,Fat2_30min,6,bleached,3,52,1500.0,25.0,7.81
53,Fat2_30min,6,bleached,3,53,1530.0,25.5,7.24
54,Fat2_30min,6,bleached,3,54,1560.0,26.0,7.25
55,Fat2_30min,6,bleached,3,55,1590.0,26.5,8.11
56,Fat2_30min,6,bleached,3,56,1620.0,27.0,8.77
57,Fat2_30min,6,bleached,3,57,1650.0,27.5,8.47
58,Fat2_30min,6,bleached,3,58,1680.0,28.0,7.44
59,Fat2_30min,6,bleached,3,59,1710.0,28.5,7.43
60,Fat2_30min,6,bleached,3,60,1740.0,29.0,8.33
0,Fat2_30min,6,bleached,4,0,-60.0,-1.0,6.9
1,Fat2_30min,6,bleached,4,1,-30.0,-0.5,6.97
2,Fat2_30min,6,bleached,4,2,0.0,0.0,2.82
3,Fat2_30min,6,bleached,4,3,30.0,0.5,2.99
4,Fat2_30min,6,bleached,4,4,60.0,1.0,3.36
5,Fat2_30min,6,bleached,4,5,90.0,1.5,3.73
6,Fat2_30min,6,bleached,4,6,120.0,2.0,3.95
7,Fat2_30min,6,bleached,4,7,150.0,2.5,3.89
8,Fat2_30min,6,bleached,4,8,180.0,3.0,4.73
9,Fat2_30min,6,bleached,4,9,210.0,3.5,3.82
10,Fat2_30min,6,bleached,4,10,240.0,4.0,3.77
11,Fat2_30min,6,bleached,4,11,270.0,4.5,4.04
12,Fat2_30min,6,bleached,4,12,300.0,5.0,3.79
13,Fat2_30min,6,bleached,4,13,330.0,5.5,5.64
14,Fat2_30min,6,bleached,4,14,360.0,6.0,4.05
15,Fat2_30min,6,bleached,4,15,390.0,6.5,5.47
16,Fat2_30min,6,bleached,4,16,420.0,7.0,5.01
17,Fat2_30min,6,bleached,4,17,450.0,7.5,4.07
18,Fat2_30min,6,bleached,4,18,480.0,8.0,5.54
19,Fat2_30min,6,bleached,4,19,510.0,8.5,5.01
20,Fat2_30min,6,bleached,4,20,540.0,9.0,4.73
21,Fat2_30min,6,bleached,4,21,570.0,9.5,4.02
22,Fat2_30min,6,bleached,4,22,600.0,10.0,3.73
23,Fat2_30min,6,bleached,4,23,630.0,10.5,4.7
24,Fat2_30min,6,bleached,4,24,660.0,11.0,4.95
25,Fat2_30min,6,bleached,4,25,690.0,11.5,4.44
26,Fat2_30min,6,bleached,4,26,720.0,12.0,4.84
27,Fat2_30min,6,bleached,4,27,750.0,12.5,5.2
28,Fat2_30min,6,bleached,4,28,780.0,13.0,4.44
29,Fat2_30min,6,bleached,4,29,810.0,13.5,5.57
30,Fat2_30min,6,bleached,4,30,840.0,14.0,6.23
31,Fat2_30min,6,bleached,4,31,870.0,14.5,5.87
32,Fat2_30min,6,bleached,4,32,900.0,15.0,6.88
33,Fat2_30min,6,bleached,4,33,930.0,15.5,5.27
34,Fat2_30min,6,bleached,4,34,960.0,16.0,4.39
35,Fat2_30min,6,bleached,4,35,990.0,16.5,5.58
36,Fat2_30min,6,bleached,4,36,1020.0,17.0,5.33
37,Fat2_30min,6,bleached,4,37,1050.0,17.5,6.09
38,Fat2_30min,6,bleached,4,38,1080.0,18.0,4.71
39,Fat2_30min,6,bleached,4,39,1110.0,18.5,5.12
40,Fat2_30min,6,bleached,4,40,1140.0,19.0,4.58
41,Fat2_30min,6,bleached,4,41,1170.0,19.5,4.33
42,Fat2_30min,6,bleached,4,42,1200.0,20.0,4.18
43,Fat2_30min,6,bleached,4,43,1230.0,20.5,4.57
44,Fat2_30min,6,bleached,4,44,1260.0,21.0,4.18
45,Fat2_30min,6,bleached,4,45,1290.0,21.5,3.27
46,Fat2_30min,6,bleached,4,46,1320.0,22.0,5.38
47,Fat2_30min,6,bleached,4,47,1350.0,22.5,4.77
48,Fat2_30min,6,bleached,4,48,1380.0,23.0,5.58
49,Fat2_30min,6,bleached,4,49,1410.0,23.5,6.58
50,Fat2_30min,6,bleached,4,50,1440.0,24.0,5.37
51,Fat2_30min,6,bleached,4,51,1470.0,24.5,5.26
52,Fat2_30min,6,bleached,4,52,1500.0,25.0,4.81
53,Fat2_30min,6,bleached,4,53,1530.0,25.5,4.29
54,Fat2_30min,6,bleached,4,54,1560.0,26.0,5.18
55,Fat2_30min,6,bleached,4,55,1590.0,26.5,5.59
56,Fat2_30min,6,bleached,4,56,1620.0,27.0,5.63
57,Fat2_30min,6,bleached,4,57,1650.0,27.5,4.93
58,Fat2_30min,6,bleached,4,58,1680.0,28.0,4.55
59,Fat2_30min,6,bleached,4,59,1710.0,28.5,4.47
60,Fat2_30min,6,bleached,4,60,1740.0,29.0,3.9
0,Fat2_30min,7,bleached,1,0,-60.0,-1.0,8.25
1,Fat2_30min,7,bleached,1,1,-30.0,-0.5,7.38
2,Fat2_30min,7,bleached,1,2,0.0,0.0,2.51
3,Fat2_30min,7,bleached,1,3,30.0,0.5,2.52
4,Fat2_30min,7,bleached,1,4,60.0,1.0,3.18
5,Fat2_30min,7,bleached,1,5,90.0,1.5,2.95
6,Fat2_30min,7,bleached,1,6,120.0,2.0,2.88
7,Fat2_30min,7,bleached,1,7,150.0,2.5,3.0
8,Fat2_30min,7,bleached,1,8,180.0,3.0,2.86
9,Fat2_30min,7,bleached,1,9,210.0,3.5,3.19
10,Fat2_30min,7,bleached,1,10,240.0,4.0,3.81
11,Fat2_30min,7,bleached,1,11,270.0,4.5,3.91
12,Fat2_30min,7,bleached,1,12,300.0,5.0,3.95
13,Fat2_30min,7,bleached,1,13,330.0,5.5,4.52
14,Fat2_30min,7,bleached,1,14,360.0,6.0,3.0
15,Fat2_30min,7,bleached,1,15,390.0,6.5,3.0
16,Fat2_30min,7,bleached,1,16,420.0,7.0,3.32
17,Fat2_30min,7,bleached,1,17,450.0,7.5,4.47
18,Fat2_30min,7,bleached,1,18,480.0,8.0,3.89
19,Fat2_30min,7,bleached,1,19,510.0,8.5,4.14
20,Fat2_30min,7,bleached,1,20,540.0,9.0,4.03
21,Fat2_30min,7,bleached,1,21,570.0,9.5,3.86
22,Fat2_30min,7,bleached,1,22,600.0,10.0,5.03
23,Fat2_30min,7,bleached,1,23,630.0,10.5,5.27
24,Fat2_30min,7,bleached,1,24,660.0,11.0,4.8
25,Fat2_30min,7,bleached,1,25,690.0,11.5,4.56
26,Fat2_30min,7,bleached,1,26,720.0,12.0,5.15
27,Fat2_30min,7,bleached,1,27,750.0,12.5,4.61
28,Fat2_30min,7,bleached,1,28,780.0,13.0,5.27
29,Fat2_30min,7,bleached,1,29,810.0,13.5,5.52
30,Fat2_30min,7,bleached,1,30,840.0,14.0,5.48
31,Fat2_30min,7,bleached,1,31,870.0,14.5,5.89
32,Fat2_30min,7,bleached,1,32,900.0,15.0,4.0
33,Fat2_30min,7,bleached,1,33,930.0,15.5,3.95
34,Fat2_30min,7,bleached,1,34,960.0,16.0,4.86
35,Fat2_30min,7,bleached,1,35,990.0,16.5,5.11
36,Fat2_30min,7,bleached,1,36,1020.0,17.0,5.29
37,Fat2_30min,7,bleached,1,37,1050.0,17.5,5.14
38,Fat2_30min,7,bleached,1,38,1080.0,18.0,5.14
39,Fat2_30min,7,bleached,1,39,1110.0,18.5,4.3
40,Fat2_30min,7,bleached,1,40,1140.0,19.0,5.47
41,Fat2_30min,7,bleached,1,41,1170.0,19.5,4.42
42,Fat2_30min,7,bleached,1,42,1200.0,20.0,5.01
43,Fat2_30min,7,bleached,1,43,1230.0,20.5,6.03
44,Fat2_30min,7,bleached,1,44,1260.0,21.0,5.95
45,Fat2_30min,7,bleached,1,45,1290.0,21.5,6.2
46,Fat2_30min,7,bleached,1,46,1320.0,22.0,6.7
47,Fat2_30min,7,bleached,1,47,1350.0,22.5,7.19
48,Fat2_30min,7,bleached,1,48,1380.0,23.0,7.3
49,Fat2_30min,7,bleached,1,49,1410.0,23.5,6.78
50,Fat2_30min,7,bleached,1,50,1440.0,24.0,7.83
51,Fat2_30min,7,bleached,1,51,1470.0,24.5,6.71
52,Fat2_30min,7,bleached,1,52,1500.0,25.0,7.19
53,Fat2_30min,7,bleached,1,53,1530.0,25.5,6.83
54,Fat2_30min,7,bleached,1,54,1560.0,26.0,7.28
55,Fat2_30min,7,bleached,1,55,1590.0,26.5,7.03
56,Fat2_30min,7,bleached,1,56,1620.0,27.0,6.93
57,Fat2_30min,7,bleached,1,57,1650.0,27.5,6.03
58,Fat2_30min,7,bleached,1,58,1680.0,28.0,5.89
59,Fat2_30min,7,bleached,1,59,1710.0,28.5,5.86
60,Fat2_30min,7,bleached,1,60,1740.0,29.0,6.27
0,Fat2_30min,7,bleached,2,0,-60.0,-1.0,14.45
1,Fat2_30min,7,bleached,2,1,-30.0,-0.5,11.17
2,Fat2_30min,7,bleached,2,2,0.0,0.0,4.02
3,Fat2_30min,7,bleached,2,3,30.0,0.5,4.71
4,Fat2_30min,7,bleached,2,4,60.0,1.0,6.01
5,Fat2_30min,7,bleached,2,5,90.0,1.5,6.17
6,Fat2_30min,7,bleached,2,6,120.0,2.0,5.54
7,Fat2_30min,7,bleached,2,7,150.0,2.5,8.33
8,Fat2_30min,7,bleached,2,8,180.0,3.0,10.53
9,Fat2_30min,7,bleached,2,9,210.0,3.5,11.08
10,Fat2_30min,7,bleached,2,10,240.0,4.0,8.44
11,Fat2_30min,7,bleached,2,11,270.0,4.5,7.27
12,Fat2_30min,7,bleached,2,12,300.0,5.0,6.81
13,Fat2_30min,7,bleached,2,13,330.0,5.5,7.54
14,Fat2_30min,7,bleached,2,14,360.0,6.0,7.61
15,Fat2_30min,7,bleached,2,15,390.0,6.5,5.49
16,Fat2_30min,7,bleached,2,16,420.0,7.0,6.63
17,Fat2_30min,7,bleached,2,17,450.0,7.5,6.79
18,Fat2_30min,7,bleached,2,18,480.0,8.0,7.19
19,Fat2_30min,7,bleached,2,19,510.0,8.5,6.54
20,Fat2_30min,7,bleached,2,20,540.0,9.0,6.73
21,Fat2_30min,7,bleached,2,21,570.0,9.5,7.84
22,Fat2_30min,7,bleached,2,22,600.0,10.0,7.12
23,Fat2_30min,7,bleached,2,23,630.0,10.5,8.2
24,Fat2_30min,7,bleached,2,24,660.0,11.0,7.82
25,Fat2_30min,7,bleached,2,25,690.0,11.5,9.97
26,Fat2_30min,7,bleached,2,26,720.0,12.0,9.17
27,Fat2_30min,7,bleached,2,27,750.0,12.5,9.13
28,Fat2_30min,7,bleached,2,28,780.0,13.0,10.08
29,Fat2_30min,7,bleached,2,29,810.0,13.5,9.03
30,Fat2_30min,7,bleached,2,30,840.0,14.0,9.19
31,Fat2_30min,7,bleached,2,31,870.0,14.5,9.09
32,Fat2_30min,7,bleached,2,32,900.0,15.0,9.92
33,Fat2_30min,7,bleached,2,33,930.0,15.5,9.02
34,Fat2_30min,7,bleached,2,34,960.0,16.0,9.5
35,Fat2_30min,7,bleached,2,35,990.0,16.5,10.17
36,Fat2_30min,7,bleached,2,36,1020.0,17.0,10.8
37,Fat2_30min,7,bleached,2,37,1050.0,17.5,12.39
38,Fat2_30min,7,bleached,2,38,1080.0,18.0,9.56
39,Fat2_30min,7,bleached,2,39,1110.0,18.5,7.79
40,Fat2_30min,7,bleached,2,40,1140.0,19.0,7.59
41,Fat2_30min,7,bleached,2,41,1170.0,19.5,5.5
42,Fat2_30min,7,bleached,2,42,1200.0,20.0,5.96
43,Fat2_30min,7,bleached,2,43,1230.0,20.5,4.93
44,Fat2_30min,7,bleached,2,44,1260.0,21.0,5.23
45,Fat2_30min,7,bleached,2,45,1290.0,21.5,7.56
46,Fat2_30min,7,bleached,2,46,1320.0,22.0,8.09
47,Fat2_30min,7,bleached,2,47,1350.0,22.5,4.47
48,Fat2_30min,7,bleached,2,48,1380.0,23.0,4.38
49,Fat2_30min,7,bleached,2,49,1410.0,23.5,5.28
50,Fat2_30min,7,bleached,2,50,1440.0,24.0,3.97
51,Fat2_30min,7,bleached,2,51,1470.0,24.5,4.69
52,Fat2_30min,7,bleached,2,52,1500.0,25.0,5.33
53,Fat2_30min,7,bleached,2,53,1530.0,25.5,6.66
54,Fat2_30min,7,bleached,2,54,1560.0,26.0,7.33
55,Fat2_30min,7,bleached,2,55,1590.0,26.5,6.96
56,Fat2_30min,7,bleached,2,56,1620.0,27.0,6.59
57,Fat2_30min,7,bleached,2,57,1650.0,27.5,6.24
58,Fat2_30min,7,bleached,2,58,1680.0,28.0,6.14
59,Fat2_30min,7,bleached,2,59,1710.0,28.5,5.1
60,Fat2_30min,7,bleached,2,60,1740.0,29.0,5.32
0,Fat2_30min,7,bleached,3,0,-60.0,-1.0,11.36
1,Fat2_30min,7,bleached,3,1,-30.0,-0.5,11.69
2,Fat2_30min,7,bleached,3,2,0.0,0.0,2.99
3,Fat2_30min,7,bleached,3,3,30.0,0.5,2.97
4,Fat2_30min,7,bleached,3,4,60.0,1.0,4.41
5,Fat2_30min,7,bleached,3,5,90.0,1.5,3.45
6,Fat2_30min,7,bleached,3,6,120.0,2.0,3.18
7,Fat2_30min,7,bleached,3,7,150.0,2.5,3.44
8,Fat2_30min,7,bleached,3,8,180.0,3.0,4.56
9,Fat2_30min,7,bleached,3,9,210.0,3.5,5.94
10,Fat2_30min,7,bleached,3,10,240.0,4.0,5.83
11,Fat2_30min,7,bleached,3,11,270.0,4.5,6.38
12,Fat2_30min,7,bleached,3,12,300.0,5.0,6.95
13,Fat2_30min,7,bleached,3,13,330.0,5.5,5.89
14,Fat2_30min,7,bleached,3,14,360.0,6.0,6.1
15,Fat2_30min,7,bleached,3,15,390.0,6.5,8.21
16,Fat2_30min,7,bleached,3,16,420.0,7.0,9.04
17,Fat2_30min,7,bleached,3,17,450.0,7.5,11.08
18,Fat2_30min,7,bleached,3,18,480.0,8.0,10.67
19,Fat2_30min,7,bleached,3,19,510.0,8.5,11.53
20,Fat2_30min,7,bleached,3,20,540.0,9.0,10.01
21,Fat2_30min,7,bleached,3,21,570.0,9.5,9.47
22,Fat2_30min,7,bleached,3,22,600.0,10.0,8.9
23,Fat2_30min,7,bleached,3,23,630.0,10.5,8.81
24,Fat2_30min,7,bleached,3,24,660.0,11.0,8.65
25,Fat2_30min,7,bleached,3,25,690.0,11.5,8.39
26,Fat2_30min,7,bleached,3,26,720.0,12.0,6.82
27,Fat2_30min,7,bleached,3,27,750.0,12.5,6.33
28,Fat2_30min,7,bleached,3,28,780.0,13.0,6.02
29,Fat2_30min,7,bleached,3,29,810.0,13.5,7.12
30,Fat2_30min,7,bleached,3,30,840.0,14.0,5.71
31,Fat2_30min,7,bleached,3,31,870.0,14.5,4.95
32,Fat2_30min,7,bleached,3,32,900.0,15.0,6.08
33,Fat2_30min,7,bleached,3,33,930.0,15.5,5.52
34,Fat2_30min,7,bleached,3,34,960.0,16.0,5.96
35,Fat2_30min,7,bleached,3,35,990.0,16.5,6.59
36,Fat2_30min,7,bleached,3,36,1020.0,17.0,6.22
37,Fat2_30min,7,bleached,3,37,1050.0,17.5,5.46
38,Fat2_30min,7,bleached,3,38,1080.0,18.0,6.49
39,Fat2_30min,7,bleached,3,39,1110.0,18.5,5.15
40,Fat2_30min,7,bleached,3,40,1140.0,19.0,7.79
41,Fat2_30min,7,bleached,3,41,1170.0,19.5,7.55
42,Fat2_30min,7,bleached,3,42,1200.0,20.0,6.7
43,Fat2_30min,7,bleached,3,43,1230.0,20.5,5.9
44,Fat2_30min,7,bleached,3,44,1260.0,21.0,6.25
45,Fat2_30min,7,bleached,3,45,1290.0,21.5,5.38
46,Fat2_30min,7,bleached,3,46,1320.0,22.0,5.28
47,Fat2_30min,7,bleached,3,47,1350.0,22.5,5.61
48,Fat2_30min,7,bleached,3,48,1380.0,23.0,6.39
49,Fat2_30min,7,bleached,3,49,1410.0,23.5,7.73
50,Fat2_30min,7,bleached,3,50,1440.0,24.0,8.21
51,Fat2_30min,7,bleached,3,51,1470.0,24.5,7.63
52,Fat2_30min,7,bleached,3,52,1500.0,25.0,7.38
53,Fat2_30min,7,bleached,3,53,1530.0,25.5,6.85
54,Fat2_30min,7,bleached,3,54,1560.0,26.0,6.82
55,Fat2_30min,7,bleached,3,55,1590.0,26.5,5.56
56,Fat2_30min,7,bleached,3,56,1620.0,27.0,5.85
57,Fat2_30min,7,bleached,3,57,1650.0,27.5,6.65
58,Fat2_30min,7,bleached,3,58,1680.0,28.0,6.36
59,Fat2_30min,7,bleached,3,59,1710.0,28.5,6.05
60,Fat2_30min,7,bleached,3,60,1740.0,29.0,7.59
0,Fat2_30min,7,bleached,4,0,-60.0,-1.0,13.4
1,Fat2_30min,7,bleached,4,1,-30.0,-0.5,12.76
2,Fat2_30min,7,bleached,4,2,0.0,0.0,4.02
3,Fat2_30min,7,bleached,4,3,30.0,0.5,4.69
4,Fat2_30min,7,bleached,4,4,60.0,1.0,4.59
5,Fat2_30min,7,bleached,4,5,90.0,1.5,4.99
6,Fat2_30min,7,bleached,4,6,120.0,2.0,4.91
7,Fat2_30min,7,bleached,4,7,150.0,2.5,5.66
8,Fat2_30min,7,bleached,4,8,180.0,3.0,4.21
9,Fat2_30min,7,bleached,4,9,210.0,3.5,4.29
10,Fat2_30min,7,bleached,4,10,240.0,4.0,5.04
11,Fat2_30min,7,bleached,4,11,270.0,4.5,5.22
12,Fat2_30min,7,bleached,4,12,300.0,5.0,4.79
13,Fat2_30min,7,bleached,4,13,330.0,5.5,5.29
14,Fat2_30min,7,bleached,4,14,360.0,6.0,5.01
15,Fat2_30min,7,bleached,4,15,390.0,6.5,4.62
16,Fat2_30min,7,bleached,4,16,420.0,7.0,4.3
17,Fat2_30min,7,bleached,4,17,450.0,7.5,5.68
18,Fat2_30min,7,bleached,4,18,480.0,8.0,5.26
19,Fat2_30min,7,bleached,4,19,510.0,8.5,6.55
20,Fat2_30min,7,bleached,4,20,540.0,9.0,6.32
21,Fat2_30min,7,bleached,4,21,570.0,9.5,7.5
22,Fat2_30min,7,bleached,4,22,600.0,10.0,5.77
23,Fat2_30min,7,bleached,4,23,630.0,10.5,6.5
24,Fat2_30min,7,bleached,4,24,660.0,11.0,5.9
25,Fat2_30min,7,bleached,4,25,690.0,11.5,5.75
26,Fat2_30min,7,bleached,4,26,720.0,12.0,6.41
27,Fat2_30min,7,bleached,4,27,750.0,12.5,5.53
28,Fat2_30min,7,bleached,4,28,780.0,13.0,4.79
29,Fat2_30min,7,bleached,4,29,810.0,13.5,4.75
30,Fat2_30min,7,bleached,4,30,840.0,14.0,5.58
31,Fat2_30min,7,bleached,4,31,870.0,14.5,6.41
32,Fat2_30min,7,bleached,4,32,900.0,15.0,6.37
33,Fat2_30min,7,bleached,4,33,930.0,15.5,7.49
34,Fat2_30min,7,bleached,4,34,960.0,16.0,6.83
35,Fat2_30min,7,bleached,4,35,990.0,16.5,6.62
36,Fat2_30min,7,bleached,4,36,1020.0,17.0,7.01
37,Fat2_30min,7,bleached,4,37,1050.0,17.5,7.31
38,Fat2_30min,7,bleached,4,38,1080.0,18.0,8.36
39,Fat2_30min,7,bleached,4,39,1110.0,18.5,7.35
40,Fat2_30min,7,bleached,4,40,1140.0,19.0,6.91
41,Fat2_30min,7,bleached,4,41,1170.0,19.5,6.82
42,Fat2_30min,7,bleached,4,42,1200.0,20.0,3.83
43,Fat2_30min,7,bleached,4,43,1230.0,20.5,4.55
44,Fat2_30min,7,bleached,4,44,1260.0,21.0,4.59
45,Fat2_30min,7,bleached,4,45,1290.0,21.5,4.22
46,Fat2_30min,7,bleached,4,46,1320.0,22.0,5.54
47,Fat2_30min,7,bleached,4,47,1350.0,22.5,5.49
48,Fat2_30min,7,bleached,4,48,1380.0,23.0,6.29
49,Fat2_30min,7,bleached,4,49,1410.0,23.5,5.95
50,Fat2_30min,7,bleached,4,50,1440.0,24.0,6.15
51,Fat2_30min,7,bleached,4,51,1470.0,24.5,7.16
52,Fat2_30min,7,bleached,4,52,1500.0,25.0,7.71
53,Fat2_30min,7,bleached,4,53,1530.0,25.5,7.39
54,Fat2_30min,7,bleached,4,54,1560.0,26.0,10.34
55,Fat2_30min,7,bleached,4,55,1590.0,26.5,8.36
56,Fat2_30min,7,bleached,4,56,1620.0,27.0,8.37
57,Fat2_30min,7,bleached,4,57,1650.0,27.5,6.95
58,Fat2_30min,7,bleached,4,58,1680.0,28.0,5.91
59,Fat2_30min,7,bleached,4,59,1710.0,28.5,6.23
60,Fat2_30min,7,bleached,4,60,1740.0,29.0,5.99
0,Fat2_30min,8,bleached,1,0,-60.0,-1.0,10.09
1,Fat2_30min,8,bleached,1,1,-30.0,-0.5,9.76
