,hj_area_px2,tip_coords,base_coords,prot_len_px,prot_angle_rad,prot_angle_deg,edge_len_nonstrt_px,edge_len_strt_px,edge_angle_rad,edge_angle_deg,endpoint_1_coords,endpoint_2_coords,cell_s_lab,cell_r_lab,cell_r_area_px,cell_s_area_px,t_step,um_per_px,prot_len_um
0,20.0,"(210, 438)","(210, 441)",2.5161026194302636,3.141592653589793,180.0,13.259446836644496,14.115594213493104,1.9710369838288708,112.9321004375898,"(201.0, 445.0)","(214.0, 439.5)",10.0,7.0,2901.0,2897.0,0,0.08846580217295011,0.22258903657735926
1,146.0,"(212, 426)","(218, 429)",6.5599646503751075,-2.0344439357957027,-116.56505117707799,59.197381863665655,57.87054518492115,2.8253065256776386,161.87813975209863,"(213.0, 440.0)","(231.0, 385.0)",14.0,7.0,2901.0,5505.0,0,0.08846580217295011,0.5803325350216301
2,63.0,"(220, 388)","(219, 378)",9.746587093264697,0.09966865249116202,5.710593137499642,15.749735882676852,16.64331697709324,0.9994588469612699,57.264773727892404,"(217.0, 377.0)","(231.0, 386.0)",17.0,7.0,2901.0,3410.0,0,0.08846580217295011,0.8622396456541835
3,37.0,"(205, 448)","(205, 442)",5.467659151804018,0.0,0.0,13.259446836644496,14.115594213493104,1.9710369838288708,112.9321004375898,"(201.0, 445.0)","(214.0, 439.5)",7.0,10.0,2897.0,2901.0,0,0.08846580217295011,0.4837008528726144
4,57.0,"(242, 457)","(243, 455)",1.810395330319975,-0.4636476090008061,-26.56505117707799,40.67511857288936,41.82403615147634,1.0857616049423608,62.209557520547904,"(213.0, 439.0)","(250.0, 458.5)",14.0,10.0,2897.0,5505.0,0,0.08846580217295011,0.16015807514691957
5,34.0,"(237, 511)","(238, 513)",2.5555555555555554,-2.677945044588987,-153.434948822922,21.076439737171945,21.213203435596427,1.4288992721907328,81.86989764584403,"(236.0, 512.0)","(257.0, 515.0)",18.0,10.0,2897.0,2628.0,0,0.08846580217295011,0.22607927221976137
6,65.0,"(248, 463)","(250, 461)",2.498265995305653,-0.7853981633974483,-45.0,46.42851079837479,47.01063709417264,0.4160645057238227,23.838740183171723,"(249.0, 458.0)","(268.0, 501.0)",22.0,10.0,2897.0,2621.0,0,0.08846580217295011,0.2210111053161182
7,37.0,"(262, 503)","(266, 504)",3.716757584929423,-1.8157749899217608,-104.03624346792648,18.46329719473362,19.209372712298546,2.4668517113662407,141.34019174590992,"(256.0, 515.0)","(268.0, 500.0)",23.0,10.0,2897.0,2978.0,0,0.08846580217295011,0.32880594123317813
8,74.0,"(252, 293)","(252, 290)",2.5185185185185177,0.0,0.0,52.885392786797965,52.630789467763066,1.321209401357912,75.69972255081441,"(227.0, 283.0)","(278.0, 296.0)",16.0,12.0,2963.0,3524.0,0,0.08846580217295011,0.22280276102817057
9,176.0,"(269, 316)","(273, 326)",10.529893388658314,-2.761086276477428,-158.19859051364818,57.77140013003006,57.77542730261716,1.9802335363210393,113.45902408146156,"(227.0, 345.5)","(280.0, 322.5)",17.0,12.0,2963.0,3410.0,0,0.08846580217295011,0.9315354654233017
10,27.0,"(277, 313)","(279, 313)",1.5555555555555556,-1.5707963267948966,-90.0,27.099823115795388,28.53944638566067,0.05258306161094172,3.0127875041833403,"(277.5, 295.0)","(279.0, 323.5)",29.0,12.0,2963.0,4437.0,0,0.08846580217295011,0.1376134700468113
11,40.0,"(251, 579)","(251, 577)",1.5555555555555556,0.0,0.0,30.815673191162674,32.035136959282696,1.523955613878927,87.31622484053102,"(233.0, 576.0)","(265.0, 577.5)",18.0,13.0,2069.0,2628.0,0,0.08846580217295011,0.1376134700468113
12,42.0,"(261, 614)","(262, 617)",2.9053005523556177,-2.819842099193151,-161.565051177078,24.497673762853175,24.758836806279895,2.327630832353585,133.36342295838327,"(256.0, 621.0)","(274.0, 604.0)",24.0,13.0,2069.0,3781.0,0,0.08846580217295011,0.25701974391765475
13,34.0,"(264, 580)","(265, 579)",1.1946918400389963,-0.7853981633974483,-45.0,29.203285707053944,29.732137494637012,0.3430239404207034,19.65382405805331,"(264.0, 577.0)","(274.0, 605.0)",27.0,13.0,2069.0,2812.0,0,0.08846580217295011,0.10568937197852761
14,186.0,"(226, 425)","(220, 423)",5.906702232723976,1.2490457723982544,71.56505117707799,59.197381863665655,57.87054518492115,2.8253065256776386,161.87813975209863,"(213.0, 440.0)","(231.0, 385.0)",7.0,14.0,5505.0,2901.0,0,0.08846580217295011,0.522541151214682
15,87.0,"(223, 443)","(222, 445)",1.9660015698922808,2.677945044588987,153.434948822922,40.67511857288936,41.82403615147634,1.0857616049423608,62.209557520547904,"(213.0, 439.0)","(250.0, 458.5)",10.0,14.0,5505.0,2897.0,0,0.08846580217295011,0.17392390595379986
16,168.0,"(249, 391)","(249, 383)",7.50007620789514,0.0,0.0,66.38999780505561,66.61080993352356,1.7063240407803975,97.76516601842535,"(230.0, 385.5)","(296.0, 376.5)",17.0,14.0,5505.0,3410.0,0,0.08846580217295011,0.6635002580897013
17,90.0,"(274, 444)","(274, 447)",2.383870570254426,3.141592653589793,180.0,53.90441350889626,53.91892061234164,1.9013443081853187,108.93900426024007,"(249.0, 459.0)","(300.0, 441.5)",22.0,14.0,5505.0,2621.0,0,0.08846580217295011,0.2108910222740458
18,94.0,"(305, 413)","(311, 410)",6.434004338047717,-1.1071487177940904,-63.43494882292201,41.419334997985786,42.04759208325728,0.4423742229767449,25.34617594194669,"(295.0, 376.0)","(313.0, 414.0)",34.0,14.0,5505.0,3607.0,0,0.08846580217295011,0.5691893549496321
19,73.0,"(307, 414)","(312, 415)",4.688411187140297,-1.7681918866447774,-101.30993247402021,32.099038059109155,32.202484376209235,2.691833040519954,154.23067237566127,"(299.0, 442.0)","(313.0, 413.0)",35.0,14.0,5505.0,1936.0,0,0.08846580217295011,0.4147640565869997
20,133.0,"(256, 286)","(256, 291)",4.5020576130564125,3.141592653589793,180.0,52.885392786797965,52.630789467763066,1.321209401357912,75.69972255081441,"(227.0, 283.0)","(278.0, 296.0)",12.0,16.0,3524.0,2963.0,0,0.08846580217295011,0.39827813816787255
21,51.0,"(248, 237)","(249, 235)",1.958962062538927,-0.4636476090008061,-26.56505117707799,39.18269305366569,40.1403786728526,1.3318598862087332,76.3099503825345,"(247.0, 233.0)","(286.0, 242.5)",21.0,16.0,3524.0,2868.0,0,0.08846580217295011,0.17330115028888304
22,91.0,"(277, 289)","(279, 295)",5.905490447809758,-2.819842099193151,-161.565051177078,24.19168883655814,24.698178070456937,2.125103822996448,121.75948008481281,"(277.0, 296.0)","(298.0, 283.0)",29.0,16.0,3524.0,4437.0,0,0.08846580217295011,0.5224339496901845
23,54.0,"(295, 280)","(297, 280)",1.5555504746930704,-1.5707963267948966,-90.0,43.116314270951435,44.39646290378712,0.29885379317525795,17.123061040417888,"(284.42857142857144, 241.57142857142858)","(297.5, 284.0)",33.0,16.0,3524.0,3931.0,0,0.08846580217295011,0.1376130205642358
24,31.0,"(222, 376)","(220, 379)",3.29560892357956,2.5535900500422257,146.30993247402023,15.749735882676852,16.64331697709324,0.9994588469612699,57.264773727892404,"(217.0, 377.0)","(231.0, 386.0)",7.0,17.0,3410.0,2901.0,0,0.08846580217295011,0.2915486870727984
