,hj_area_px2,tip_coords,base_coords,prot_len_px,prot_angle_rad,prot_angle_deg,edge_len_nonstrt_px,edge_len_strt_px,edge_angle_rad,edge_angle_deg,endpoint_1_coords,endpoint_2_coords,cell_s_lab,cell_r_lab,cell_r_area_px,cell_s_area_px,t_step,um_per_px,prot_len_um
0,110.0,"(143, 423)","(143, 426)",2.51362918803577,3.141592653589793,180.0,68.01651624105878,67.26812023536856,2.3036114285814033,131.98721249581666,"(97.0, 469.0)","(147.0, 424.0)",19.0,7.0,4489.0,4291.0,0,0.08846579894765999,0.22237021437774226
1,85.0,"(112, 393)","(113, 391)",1.9660015698922808,-0.4636476090008061,-26.56505117707799,54.06697558947089,53.74011537017761,0.7853981633974483,45.0,"(108.5, 387.0)","(146.5, 425.0)",22.0,7.0,4489.0,5655.0,0,0.08846579894765999,0.17392389961287444
2,120.0,"(134, 330)","(139, 336)",7.585921419609745,-2.44685437739309,-140.19442890773482,40.68860372699143,40.607881008493905,2.23399931950099,127.99873244250468,"(112.0, 357.0)","(144.0, 332.0)",22.0,10.0,5164.0,5655.0,0,0.08846579894765999,0.6710945991399432
3,128.0,"(127, 320)","(141, 316)",14.48560199891082,-1.2924966677897853,-74.05460409907715,51.77368786389841,51.06123774449656,3.092612252666066,177.19362974821178,"(143.5, 333.0)","(146.0, 282.0)",27.0,10.0,5164.0,6699.0,0,0.08846579894765999,1.2814803540714663
4,56.0,"(128, 543)","(128, 541)",1.5096227576135448,0.0,0.0,50.05366056618324,50.42072986381692,1.4415213227467536,82.59308787150478,"(100.0, 539.0)","(150.0, 545.5)",16.0,12.0,3568.0,2982.0,0,0.08846579894765999,0.1335499833618519
5,72.0,"(158, 573)","(158, 576)",2.465009723019369,3.141592653589793,180.0,46.19618969147154,45.967379738244816,2.37157789197294,135.88140399658215,"(130.0, 606.0)","(162.0, 573.0)",26.0,12.0,3568.0,2414.0,0,0.08846579894765999,0.21806905456065853
6,51.0,"(149, 551)","(152, 551)",2.5034890155040728,-1.5707963267948966,-90.0,31.888762094910042,31.78049716414141,0.4214192068878042,24.145541960421653,"(149.0, 545.0)","(162.0, 574.0)",28.0,12.0,3568.0,3892.0,0,0.08846579894765999,0.22147315591325856
7,54.0,"(132, 610)","(133, 608)",1.780861522988341,-0.4636476090008061,-26.56505117707799,37.3009206851632,37.53664875824692,0.8419416003422657,48.239700296102136,"(130.0, 605.0)","(158.0, 630.0)",26.0,14.0,2865.0,2414.0,0,0.08846579894765999,0.15754533744631016
8,66.0,"(150, 653)","(154, 653)",3.506172839324173,-1.5707963267948966,-90.0,34.54922501583955,33.54101966249684,2.961739153797315,169.69515353123398,"(152.0, 662.0)","(158.0, 629.0)",29.0,14.0,2865.0,7758.0,0,0.08846579894765999,0.31017638147939847
9,113.0,"(109, 538)","(107, 541)",3.267961452698005,2.5535900500422257,146.30993247402023,50.05366056618324,50.42072986381692,1.4415213227467536,82.59308787150478,"(100.0, 539.0)","(150.0, 545.5)",12.0,16.0,2982.0,3568.0,0,0.08846579894765999,0.2891028208430846
10,66.0,"(147, 499)","(147, 497)",1.5555504469058972,0.0,0.0,52.56649546613363,51.87725898695882,1.3866325088686042,79.44819049380772,"(109.0, 489.0)","(160.0, 498.5)",19.0,16.0,2982.0,4291.0,0,0.08846579894765999,0.13761301308891974
11,63.0,"(160, 521)","(163, 521)",2.4121712546406804,-1.5707963267948966,-90.0,36.96834826557088,36.359317925395686,2.5917394709132084,148.49573328079583,"(149.0, 546.0)","(168.0, 515.0)",28.0,16.0,2982.0,3892.0,0,0.08846579894765999,0.21339465724036719
12,36.0,"(161, 511)","(163, 509)",2.5720840197777948,-0.7853981633974483,-45.0,20.06699847435215,20.12461179749811,0.4636476090008061,26.56505117707799,"(159.0, 498.0)","(168.0, 516.0)",30.0,16.0,2982.0,3332.0,0,0.08846579894765999,0.22754146777015152
13,167.0,"(120, 446)","(117, 444)",3.1834354675641263,0.982793723247329,56.309932474020215,68.01651624105878,67.26812023536856,2.3036114285814033,131.98721249581666,"(97.0, 469.0)","(147.0, 424.0)",7.0,19.0,4291.0,4489.0,0,0.08846579894765999,0.281625162036378
14,117.0,"(158, 496)","(157, 499)",2.8313999858462418,2.819842099193151,161.565051177078,52.56649546613363,51.87725898695882,1.3866325088686042,79.44819049380772,"(109.0, 489.0)","(160.0, 498.5)",16.0,19.0,4291.0,2982.0,0,0.08846579894765999,0.250482061888281
15,20.0,"(153, 427)","(153, 425)",1.5555555555555556,0.0,0.0,19.840325145560513,20.524375751773793,1.522054475484965,87.20729763428672,"(146.0, 424.0)","(166.5, 425.0)",22.0,19.0,4291.0,5655.0,0,0.08846579894765999,0.13761346502969332
16,54.0,"(179, 472)","(181, 473)",1.9660015698922808,-2.0344439357957027,-116.56505117707799,36.76264281871659,36.87817782917155,2.432966381462123,139.39870535499554,"(159.0, 499.0)","(183.0, 471.0)",30.0,19.0,4291.0,3332.0,0,0.08846579894765999,0.17392389961287444
17,190.0,"(165, 461)","(176, 458)",11.143036259592419,-1.3045442776439713,-74.74488129694222,49.81561180491326,50.15226814412286,0.35643695222019645,20.422333024723436,"(165.0, 425.0)","(182.5, 472.0)",33.0,19.0,4291.0,3784.0,0,0.08846579894765999,0.9857776054075882
18,161.0,"(150, 412)","(143, 416)",7.752933647271792,2.0899424410414196,119.74488129694222,54.06697558947089,53.74011537017761,0.7853981633974483,45.0,"(108.5, 387.0)","(146.5, 425.0)",7.0,22.0,5655.0,4489.0,0,0.08846579894765999,0.6858694692940946
