seconds,mean_intensity
-20,6.173
-10,6.341
0,1.805
10,2.086
20,2.738
30,2.714
40,2.659
50,2.726
60,2.968
70,2.859
80,3.269
90,2.575
100,2.523
110,2.565
120,2.598
130,2.96
140,2.946
150,3.017
160,3.331
170,3.198
180,2.995
190,3.16
200,3.677
210,3.405
220,2.874
230,3.042
240,3.462
250,3.486
260,3.393
270,3.24
280,3.24
290,3.473
300,3.237
310,3.683
320,3.201
330,3.362
340,4.243
350,3.823
360,3.674
370,3.527
380,3.257
390,4.126
400,4.006
410,3.383
420,3.488
430,3.749
440,3.341
450,3.629
460,3.623
470,3.952
