seconds,mean_intensity
-20,7.691
-10,6.586
0,3.084
10,3.775
20,4.492
30,3.751
40,3.964
50,3.748
60,4.318
70,4.159
80,4.402
90,3.778
100,5.261
110,5.853
120,5.535
130,5.312
140,6.003
150,5.402
160,5.652
170,5.979
180,6.267
190,5.204
200,6.517
210,6.742
220,7.613
230,7.447
240,6.661
250,6.387
260,6.739
270,6.204
280,6.652
290,6.018
300,5.853
310,5.754
320,5.628
330,5.88
340,5.595
350,6.135
360,6.147
370,6.168
380,6.201
390,5.883
400,5.393
410,5.766
420,6.219
430,5.787
440,5.562
450,6.228
460,6.327
470,4.868
