seconds,mean_intensity
-20,7.212
-10,7.037
0,5.636
10,6.004
20,5.758
30,6.68
40,5.896
50,7.19
60,6.714
70,6.758
80,7.123
90,7.026
100,6.587
110,6.599
120,5.717
130,5.673
140,4.81
150,5.167
160,4.684
170,4.743
180,4.688
190,4.981
200,4.695
210,4.669
220,5.405
230,5.253
240,4.758
250,4.428
260,4.398
270,4.082
280,5.019
290,4.796
300,5.643
310,5.792
320,5.379
330,5.32
340,4.836
350,4.349
360,5.68
370,5.223
380,5.952
390,4.84
400,5.071
410,4.755
420,5.115
430,4.851
440,4.413
450,3.918
460,4.123
470,5.074
