seconds,mean_intensity
-20,5.407
-10,5.807
0,5.902
10,5.257
20,5.465
30,5.563
40,6.41
50,5.81
60,6.055
70,5.242
80,5.037
90,5.208
100,4.661
110,5.382
120,5.067
130,4.532
140,4.19
150,3.81
160,3.844
170,4.15
180,4.465
190,3.801
200,4.514
210,5.196
220,4.116
230,3.972
240,4.125
250,4.52
260,3.994
270,4.391
280,4.135
290,3.976
300,3.841
310,3.722
320,3.856
330,3.804
340,4.159
350,3.813
360,4.532
370,4.309
380,4.297
390,3.624
400,4.119
410,4.171
420,4.138
430,3.997
440,3.994
450,3.709
460,3.223
470,3.661
