seconds,mean_intensity
-20,6.767
-10,6.831
0,2.447
10,3.995
20,3.813
30,4.055
40,4.932
50,4.082
60,4.872
70,3.808
80,4.365
90,4.721
100,4.511
110,4.082
120,4.932
130,4.653
140,4.087
150,3.986
160,4.543
170,4.562
180,4.616
190,4.589
200,4.493
210,4.493
220,4.379
230,3.922
240,3.858
250,3.927
260,3.562
270,3.795
280,3.553
290,3.21
300,4.187
310,3.269
320,3.201
330,3.612
340,3.913
350,3.534
360,4.16
370,3.584
380,3.479
390,4.47
400,3.904
410,3.548
420,3.379
430,3.329
440,3.493
450,3.831
460,4.42
470,4.155
