seconds,mean_intensity
-20,7.507
-10,7.763
0,7.028
10,8.677
20,7.525
30,6.652
40,6.505
50,8.147
60,8.032
70,8.177
80,8.668
90,8.081
100,7.82
110,8.048
120,8.088
130,7.184
140,7.118
150,7.991
160,8.152
170,6.894
180,7.23
190,7.24
200,6.952
210,6.634
220,6.482
230,6.456
240,6.373
250,5.802
260,6.244
270,6.385
280,6.424
290,5.977
300,5.993
310,6.217
320,6.062
330,6.062
340,6.486
350,5.841
360,6.244
370,6.237
380,6.168
390,5.65
400,6.435
410,6.159
420,6.145
430,6.509
440,6.062
450,6.647
460,6.309
470,6.498
