seconds,mean_intensity
-20,4.471
-10,4.596
0,1.722
10,1.88
20,1.926
30,1.892
40,2.656
50,2.682
60,2.909
70,2.746
80,3.311
90,3.184
100,3.457
110,3.486
120,3.33
130,3.278
140,3.23
150,2.957
160,3.077
170,3.074
180,3.51
190,4.033
200,4.124
210,3.734
220,3.567
230,3.679
240,4.354
250,4.096
260,4.007
270,4.28
280,3.969
290,4.124
300,3.763
310,3.615
320,3.856
330,4.12
340,4.419
350,4.089
360,4.033
370,3.737
380,3.696
390,3.356
400,3.268
410,3.294
420,3.383
430,3.622
440,4.069
450,3.938
460,4.117
470,4.065
