seconds,mean_intensity
-20,4.598
-10,3.677
0,3.88
10,4.353
20,3.571
30,3.759
40,3.838
50,3.218
60,3.508
70,3.643
80,3.387
90,3.06
100,3.789
110,3.925
120,3.981
130,3.18
140,3.098
150,3.117
160,3.338
170,3.263
180,3.18
190,3.673
200,2.883
210,2.65
220,2.891
230,3.286
240,2.748
250,2.97
260,3.207
270,3.38
280,3.293
290,3.244
300,3.455
310,3.38
320,3.523
330,3.744
340,3.94
350,3.466
360,3.925
370,3.695
380,3.331
390,3.556
400,3.568
410,3.692
420,3.97
430,3.617
440,3.436
450,3.177
460,3.598
470,3.703
