seconds,mean_intensity
-20,11.465
-10,9.913
0,2.945
10,4.462
20,4.822
30,4.891
40,5.418
50,6.913
60,5.789
70,6.378
80,5.724
90,5.96
100,6.295
110,7.375
120,6.607
130,7.218
140,7.305
150,6.716
160,7.105
170,7.575
180,7.825
190,7.785
200,7.851
210,7.738
220,6.822
230,7.153
240,7.945
250,7.396
260,7.625
270,7.404
280,8.236
290,6.556
300,7.415
310,7.371
320,6.931
330,6.836
340,6.964
350,7.72
360,6.745
370,7.385
380,7.218
390,7.469
400,6.531
410,7.262
420,5.778
430,6.615
440,7.6
450,6.52
460,6.647
470,7.364
