seconds,mean_intensity
-20,6.106
-10,6.289
0,2.456
10,3.574
20,3.764
30,4.913
40,4.251
50,3.692
60,4.243
70,4.221
80,3.875
90,3.464
100,3.631
110,4.262
120,3.544
130,4.597
140,3.92
150,4.559
160,5.608
170,4.19
180,4.608
190,5.091
200,4.072
210,4.251
220,4.646
230,4.882
240,4.175
250,4.19
260,3.951
270,3.856
280,4.129
290,4.213
300,3.589
310,3.517
320,3.452
330,3.437
340,3.068
350,3.916
360,4.365
370,3.795
380,4
390,3.677
400,3.73
410,4.16
420,3.46
430,3.738
440,3.722
450,3.24
460,3.19
470,3.43
