seconds,mean_intensity
-20,6.213
-10,6.139
0,5.543
10,6.146
20,6.079
30,6.835
40,6.663
50,6.318
60,6.562
70,6.273
80,6.326
90,5.536
100,6.978
110,6.401
120,6.929
130,7.367
140,5.213
150,7.037
160,7.045
170,6.884
180,7.356
190,6.532
200,7.213
210,6.989
220,7.022
230,7.36
240,7.543
250,7.045
260,7.06
270,7.629
280,7.558
290,7.082
300,7.566
310,6.659
320,7.356
330,7.27
340,6.479
350,5.734
360,6.262
370,5.805
380,5.453
390,5.835
400,6.007
410,5.936
420,6.322
430,5.697
440,5.221
450,5.629
460,5.67
470,5.363
