seconds,mean_intensity
-20,5.017
-10,5.679
0,2.079
10,2.562
20,2.837
30,3.242
40,3.138
50,3.717
60,3.533
70,2.908
80,3.5
90,3.837
100,3.85
110,3.013
120,3.546
130,3.575
140,3.812
150,4.617
160,4.604
170,3.821
180,3.321
190,3.288
200,3.667
210,3.379
220,4.029
230,3.775
240,4.208
250,3.75
260,2.871
270,3.508
280,3.829
290,3.604
300,3.992
310,4.35
320,3.908
330,3.587
340,4.442
350,4.283
360,4.042
370,4.608
380,4.588
390,4.721
400,4.254
410,3.854
420,4.246
430,4.046
440,4.229
450,4.188
460,4.758
470,4.717
