seconds,mean_intensity
-20,3.875
-10,3.345
0,2.051
10,2.562
20,2.447
30,3.35
40,3.252
50,3.144
60,2.942
70,2.396
80,2.697
90,3.558
100,3.484
110,3.861
120,4.116
130,3.389
140,3.458
150,3.231
160,2.868
170,3.634
180,4.141
190,3.481
200,3.289
210,2.905
220,3.15
230,3.509
240,3.377
250,2.942
260,2.773
270,3.255
280,2.938
290,3.023
300,3.407
310,3.583
320,2.833
330,2.815
340,3.292
350,2.699
360,3.039
370,2.81
380,3.322
390,3.211
400,3.225
410,2.644
420,2.991
430,2.741
440,2.722
450,2.78
460,3.079
470,3.481
