seconds,mean_intensity
-20,6.082
-10,6.21
0,2.493
10,2.466
20,2.689
30,2.626
40,2.658
50,2.237
60,3.58
70,3.758
80,3.808
90,3.37
100,3.187
110,3.735
120,3.566
130,4.146
140,4.078
150,4.064
160,3.959
170,4.297
180,4.589
190,4.178
200,3.744
210,3.493
220,4.639
230,4.58
240,4.352
250,3.927
260,4.151
270,3.667
280,4.21
290,3.228
300,4.447
310,4.37
320,4.776
330,5.247
340,5.986
350,5.411
360,5.584
370,6.224
380,6.16
390,6.169
400,5.58
410,5.795
420,5.183
430,5.489
440,4.521
450,4.005
460,5.324
470,4.014
