seconds,mean_intensity
-20,6.305
-10,5.128
0,4.759
10,4.118
20,3.975
30,4.567
40,4.744
50,5.118
60,4.951
70,4.68
80,4.266
90,5.015
100,5.34
110,5.483
120,4.704
130,5.448
140,5.374
150,4.606
160,4.808
170,5.103
180,4.941
190,5.138
200,4.567
210,5.542
220,5.483
230,5.015
240,5.094
250,4.537
260,5.246
270,5.271
280,4.729
290,4.36
300,3.911
310,3.906
320,3.64
330,4.158
340,3.857
350,4.02
360,3.345
370,4.286
380,6.443
390,4.877
400,4.34
410,3.921
420,3.911
430,5.005
440,3.365
450,3.803
460,3.714
470,3.764
