seconds,mean_intensity
-20,5.835
-10,5.821
0,5.43
10,6.154
20,5.387
30,5.519
40,5.444
50,4.564
60,4.778
70,4.755
80,4.624
90,4.578
100,3.98
110,4.185
120,4.707
130,4.074
140,3.151
150,3.316
160,3.333
170,3.259
180,3.425
190,3.462
200,3.105
210,3.442
220,3.068
230,3.624
240,3.305
250,3.53
260,3.188
270,3.47
280,3.239
290,3.134
300,3.054
310,3.077
320,3.333
330,3.279
340,3.177
350,3.214
360,3.373
370,3.009
380,3.134
390,3.333
400,3.63
410,3.655
420,3.806
430,3.735
440,3.664
450,3.684
460,3.581
470,3.752
