seconds,mean_intensity
-20,3.367
-10,3.405
0,1.707
10,2.014
20,2
30,2.537
40,2.105
50,1.949
60,1.959
70,2.01
80,2.558
90,2.418
100,2.459
110,2.282
120,2.19
130,2.755
140,2.68
150,2.752
160,2.976
170,2.684
180,2.299
190,2.789
200,2.844
210,3
220,3.143
230,3.412
240,3.276
250,3.231
260,2.98
270,3.211
280,3.265
290,3.626
300,3.769
310,3.459
320,3.605
330,3.415
340,3.082
350,3.429
360,3.704
370,3.388
380,3
390,3.071
400,3.238
410,3.449
420,3.323
430,3.871
440,3.116
450,2.728
460,3.116
470,2.769
