seconds,mean_intensity
-20,3.191
-10,3.169
0,1.454
10,1.367
20,1.472
30,1.577
40,2.031
50,1.8
60,2.065
70,1.853
80,1.936
90,1.94
100,2.105
110,2.105
120,2.345
130,1.926
140,2.446
150,2.35
160,2.559
170,2.699
180,2.597
190,2.367
200,2.443
210,2.145
220,2.181
230,2.519
240,2.229
250,2.425
260,2.143
270,2.374
280,2.332
290,2.372
300,2.514
310,2.477
320,2.35
330,2.318
340,2.437
350,2.358
360,2.697
370,2.713
380,2.615
390,2.652
400,2.526
410,2.265
420,2.588
430,2.851
440,2.757
450,2.691
460,2.552
470,2.701
