seconds,mean_intensity
-20,5.65
-10,5.643
0,5.531
10,5.704
20,5.054
30,4.704
40,4.552
50,4.986
60,5.819
70,4.444
80,4.39
90,5.004
100,5.697
110,5.375
120,5.292
130,5.892
140,5.603
150,5.491
160,5.693
170,6.047
180,6.245
190,5.794
200,5.397
210,4.661
220,5.495
230,5.523
240,5.354
250,5.069
260,5.805
270,5.072
280,4.375
290,4.668
300,4.603
310,4.755
320,4.755
330,5.022
340,4.852
350,5.004
360,4.74
370,4.65
380,4.397
390,4.487
400,4.148
410,3.971
420,4.675
430,4.787
440,3.372
450,6.09
460,4.787
470,5.065
