seconds,mean_intensity
-20,5.07
-10,4.802
0,5.012
10,5.012
20,4.707
30,4.729
40,5.384
50,4.716
60,5.04
70,4.915
80,4.841
90,5.067
100,4.18
110,4.314
120,4.18
130,3.863
140,4.674
150,4.47
160,4.61
170,3.707
180,3.634
190,4.378
200,4.095
210,3.97
220,4.104
230,4.662
240,4.015
250,4.762
260,4.387
270,4.116
280,3.826
290,4.329
300,3.784
310,4.216
320,3.192
330,3.268
340,3.506
350,3.732
360,3.235
370,3.585
380,3.284
390,3.229
400,3.357
410,3.088
420,3.116
430,3.204
440,3.14
450,3.085
460,2.643
470,2.634
