seconds,mean_intensity
-20,7.337
-10,6.562
0,2.111
10,2.402
20,3.438
30,3.66
40,3.399
50,3.562
60,3.569
70,4.386
80,4.176
90,3.634
100,3.768
110,4.023
120,3.304
130,4.059
140,3.503
150,3.69
160,3.461
170,3.536
180,4.023
190,4.19
200,4
210,4.337
220,4.183
230,3.304
240,4.085
250,3.882
260,4.248
270,4.572
280,4.647
290,3.824
300,4.288
310,4.049
320,4.242
330,4.644
340,4.523
350,4.732
360,5.144
370,4.278
380,4.438
390,4.31
400,4.114
410,3.944
420,3.863
430,4.239
440,4.363
450,4.464
460,4.386
470,5.438
