seconds,mean_intensity
-20,8.471
-10,9.339
0,3.211
10,3.811
20,4.317
30,3.987
40,4.85
50,6.079
60,5.26
70,5.247
80,4.661
90,6.361
100,5.833
110,6.123
120,6.502
130,6.432
140,6.432
150,7.062
160,6.52
170,7.128
180,7.767
190,6.445
200,6.123
210,6.163
220,6.009
230,6.555
240,6.137
250,5.159
260,5.427
270,5.661
280,5.665
290,5.93
300,5.793
310,5.203
320,6.225
330,5.934
340,5.736
350,5.687
360,6.048
370,5.833
380,5.722
390,5.696
400,6.379
410,5.846
420,6.176
430,6.062
440,7.339
450,6.921
460,6.317
470,6.604
