seconds,mean_intensity
-20,3.091
-10,3.134
0,2.439
10,2.77
20,2.267
30,2.241
40,2.294
50,2.722
60,2.123
70,2.69
80,2.086
90,2.428
100,2.294
110,2.257
120,1.85
130,2.417
140,2.102
150,1.963
160,2.08
170,2.059
180,1.995
190,2.07
200,1.872
210,2.112
220,1.936
230,2.348
240,2.198
250,1.947
260,1.396
270,2.658
280,2.786
290,2.449
300,2.273
310,1.898
320,2.086
330,2.193
340,2.636
350,2.652
360,2.995
370,2.396
380,2.62
390,2.668
400,1.909
410,2.348
420,2.112
430,2.326
440,2.23
450,2.15
460,2.433
470,2.781
