seconds,mean_intensity
-20,8.829
-10,8.109
0,7.607
10,7.768
20,9.474
30,10.142
40,8.464
50,9.303
60,9.777
70,8.938
80,7.152
90,8.251
100,8.412
110,7.687
120,7.749
130,7.744
140,7.839
150,6.896
160,7.464
170,7.555
180,7.062
190,7.275
200,7.256
210,6.062
220,7.071
230,6.981
240,6.488
250,6.654
260,6.844
270,6.744
280,7.341
290,6.716
300,6.488
310,6.114
320,5.858
330,6.645
340,5.934
350,6.754
360,6.569
370,6.469
380,6.64
390,7.682
400,7.047
410,6.431
420,6.716
430,7.427
440,6.9
450,7.36
460,7.607
470,7.109
