seconds,mean_intensity
-20,6.774
-10,6.696
0,3.084
10,4.247
20,4.365
30,4.128
40,4.422
50,4.777
60,4.672
70,5.274
80,4.486
90,4.405
100,4.405
110,4.598
120,4.662
130,4.855
140,4.632
150,4.855
160,4.78
170,5.777
180,5.037
190,4.402
200,4.541
210,4.713
220,4.682
230,4.064
240,4.584
250,4.605
260,5.297
270,4.777
280,4.581
290,4.868
300,4.959
310,4.476
320,4.818
330,4.713
340,4.257
350,4.389
360,3.463
370,4.047
380,4.368
390,4.341
400,4.473
410,4.264
420,3.868
430,3.75
440,3.993
450,3.507
460,3.99
470,4.128
