seconds,mean_intensity
-20,9.221
-10,9.359
0,8.986
10,8.83
20,9.703
30,9.167
40,9.895
50,9.467
60,9.304
70,10.736
80,9.819
90,10.025
100,9.391
110,9.88
120,9.525
130,8.935
140,8.888
150,8.681
160,9.134
170,8.312
180,8.754
190,7.612
200,8.467
210,8.207
220,7.37
230,7.409
240,7.627
250,9.453
260,9.272
270,7.993
280,6.301
290,6.728
300,6.185
310,5.029
320,6.076
330,6.587
340,5.286
350,6.159
360,5.25
370,5.04
380,5.63
390,6.388
400,5.496
410,5.913
420,5.75
430,6.13
440,5.728
450,5.707
460,5.373
470,5.569
