seconds,mean_intensity
-20,6.035
-10,5.951
0,5.87
10,5.933
20,4.963
30,5.309
40,4.889
50,4.541
60,4.81
70,5.74
80,5.139
90,5.445
100,5.387
110,5.573
120,5.981
130,5.782
140,5.993
150,5.791
160,5.705
170,5.211
180,5.705
190,5.271
200,5.179
210,4.833
220,5.1
230,5.121
240,4.979
250,4.903
260,4.745
270,4.557
280,4.84
290,4.353
300,4.71
310,5.35
320,4.631
330,5.499
340,5.694
350,5.102
360,5.081
370,4.882
380,5.933
390,5.513
400,5.383
410,5.123
420,5.144
430,5.383
440,5.406
450,4.914
460,5.26
470,5.513
