seconds,mean_intensity
-20,8.282
-10,7.382
0,2.71
10,3.492
20,3.908
30,3.374
40,4.474
50,4.836
60,4.4
70,4.074
80,4.415
90,4.018
100,4.549
110,4.659
120,4.59
130,4.538
140,4.828
150,4.826
160,4.159
170,4.295
180,4.685
190,4.928
200,5.151
210,5.585
220,5.515
230,5.451
240,4.951
250,4.479
260,5.197
270,4.782
280,4.628
290,5.254
300,5.559
310,5.121
320,5.492
330,5.677
340,4.826
350,5.203
360,5.81
370,5.487
380,5.387
390,5.785
400,5.441
410,5.315
420,4.651
430,5.156
440,5.11
450,4.818
460,5.146
470,4.774
