seconds,mean_intensity
-20,7.911
-10,9.252
0,2.833
10,4.105
20,3.302
30,4.888
40,3.915
50,3.876
60,4.5
70,4.101
80,4.632
90,5.364
100,5.399
110,4.62
120,5.163
130,4.047
140,4.593
150,4.411
160,5.446
170,5.05
180,5.69
190,5.516
200,4.849
210,5.353
220,4.977
230,4.779
240,5.116
250,5.085
260,4.302
270,4.182
280,4.915
290,5.519
300,5.05
310,5.349
320,5.674
330,5.054
340,5.574
350,5.996
360,5.291
370,5.767
380,5.271
390,5.341
400,5.446
410,5.054
420,5.647
430,5.45
440,6.419
450,5.678
460,6.163
470,5.736
