seconds,mean_intensity
-20,5.601
-10,5.978
0,5.566
10,5.671
20,5.123
30,5.583
40,5.311
50,4.724
60,5.101
70,4.566
80,4.386
90,4.583
100,6.083
110,5.36
120,5.715
130,5.974
140,6.5
150,6.193
160,5.645
170,6.123
180,5.491
190,5.566
200,5.579
210,6.123
220,6.088
230,6.276
240,5.93
250,5.447
260,5.189
270,5.535
280,6.145
290,5.803
300,5.009
310,5.07
320,5.289
330,4.592
340,5.368
350,5.794
360,5.829
370,6.899
380,5.675
390,6.088
400,6.07
410,6.346
420,6.268
430,5.399
440,5.211
450,5.934
460,6.526
470,6.719
