seconds,mean_intensity
-20,5.928
-10,5.162
0,5.796
10,6
20,4.916
30,4.76
40,5.234
50,4.916
60,5.192
70,4.126
80,4.419
90,5.659
100,5.204
110,4.997
120,5.53
130,4.704
140,4.826
150,5.057
160,4.602
170,5.689
180,5.446
190,5.231
200,5.808
210,4.949
220,4.737
230,4.647
240,4.632
250,4.862
260,4.386
270,3.991
280,4.485
290,4.18
300,4.374
310,4.311
320,4.075
330,4.323
340,4.183
350,4.072
360,4.326
370,4.766
380,4.177
390,4.26
400,3.599
410,4.68
420,4.473
430,4.365
440,3.856
450,3.653
460,3.656
470,4.365
