seconds,mean_intensity
-20,6.323
-10,6.601
0,2.181
10,2.934
20,3.771
30,3.757
40,4.552
50,4.087
60,4.694
70,3.972
80,4.573
90,4.931
100,4.667
110,4.847
120,5.375
130,4.997
140,5.358
150,5.01
160,5.365
170,5.188
180,5.802
190,5.497
200,5.535
210,6.278
220,5.309
230,5.646
240,5.958
250,6.688
260,6.476
270,5.368
280,5.042
290,4.622
300,5.01
310,5.719
320,4.399
330,6.42
340,5.892
350,5.684
360,5.111
370,5.149
380,5.059
390,4.743
400,4.622
410,5.09
420,4.938
430,4.656
440,4.615
450,4.993
460,4.816
470,4.361
