seconds,mean_intensity
-20,12.806
-10,10.013
0,11.097
10,13.355
20,11.639
30,10.052
40,9.348
50,10.348
60,10.942
70,9.729
80,9.052
90,9.91
100,9.903
110,8.652
120,9.981
130,8.013
140,9.768
150,9.987
160,10.181
170,8.865
180,12.032
190,11.89
200,11.568
210,9.671
220,10.8
230,13.045
240,10.394
250,8.942
260,9.574
270,9
280,8.368
290,7.69
300,9.49
310,9.065
320,7.916
330,6.413
340,6.671
350,6.077
360,7.516
370,6.787
380,4.871
390,5.568
400,5.555
410,5.342
420,6.013
430,6.077
440,6.523
450,6.994
460,8.361
470,7.168
