seconds,mean_intensity
-20,6.206
-10,6.238
0,6.257
10,5.472
20,5.752
30,5.304
40,4.327
50,4.299
60,4.607
70,5.547
80,5.276
90,4.308
100,5.332
110,5.304
120,4.636
130,3.738
140,4.393
150,4.533
160,5.266
170,5.243
180,4.762
190,5.654
200,4.827
210,4.888
220,4.921
230,5.182
240,4.654
250,5.579
260,5.519
270,5.117
280,4.841
290,4.79
300,4.519
310,5.346
320,5.654
330,5.832
340,5.505
350,5.238
360,4.579
370,4.855
380,4.383
390,4.71
400,5.467
410,5.276
420,5.85
430,5.575
440,5.215
450,5.065
460,5.196
470,5.374
