seconds,mean_intensity
-20,6.57
-10,6.995
0,6.029
10,6.696
20,5.362
30,6.589
40,7.565
50,6.213
60,6.589
70,5.976
80,6.749
90,5.575
100,5.261
110,5.647
120,5.768
130,5.594
140,6.729
150,5.778
160,6.488
170,5.454
180,6.333
190,6.203
200,6.222
210,6.333
220,6
230,5.72
240,5.077
250,5.179
260,5.227
270,5.396
280,5.159
290,5.106
300,5.15
310,4.768
320,4.913
330,4.575
340,4.589
350,5.101
360,6.488
370,5.556
380,4.498
390,5.763
400,5.3
410,5.667
420,6.164
430,5.126
440,5.193
450,4.14
460,4.87
470,4.85
