seconds,mean_intensity
-20,7.534
-10,6.039
0,2.943
10,3.599
20,3.534
30,4.362
40,4.215
50,4.767
60,4.918
70,4.172
80,4.147
90,4.889
100,5.276
110,5.774
120,4.928
130,5.362
140,5.287
150,5.151
160,5.305
170,5.444
180,5.846
190,6.247
200,5.699
210,5.254
220,6.247
230,5.452
240,5.333
250,5.738
260,5.853
270,5.624
280,4.853
290,5.039
300,5.573
310,5.459
320,5.803
330,5.337
340,4.9
350,4.369
360,5.143
370,5.423
380,4.853
390,5.398
400,5.717
410,4.914
420,4.763
430,4.455
440,4.487
450,5.158
460,4.183
470,5.09
