seconds,mean_intensity
-20,7.918
-10,7.214
0,7.037
10,7.021
20,6.514
30,7.177
40,6.955
50,7.44
60,7.395
70,7.296
80,6.539
90,7.44
100,7.362
110,5.938
120,6.506
130,6.173
140,6.07
150,6.206
160,5.243
170,4.391
180,5.222
190,4.288
200,5.074
210,5.181
220,5.481
230,4.996
240,5.346
250,5.49
260,5.416
270,5.609
280,5.51
290,5.778
300,5.354
310,4.815
320,4.868
330,5.185
340,4.679
350,5.654
360,4.745
370,4.897
380,4.872
390,4.358
400,4.473
410,4.864
420,4.053
430,4.259
440,4.44
450,3.387
460,4.115
470,4.029
