seconds,mean_intensity
-20,6.101
-10,6.214
0,1.91
10,1.778
20,2.974
30,3.381
40,3.63
50,3.807
60,3.466
70,3.299
80,4.061
90,3.913
100,4.045
110,4.167
120,3.709
130,3.627
140,4.193
150,4.579
160,5.746
170,5.397
180,4.389
190,4.423
200,4.892
210,5.386
220,5.55
230,5.008
240,4.934
250,4.601
260,4.812
270,4.725
280,4.161
290,3.876
300,4.241
310,4.183
320,3.913
330,4.921
340,4.765
350,4.222
360,4.138
370,4.521
380,4.394
390,4.489
400,4.249
410,4.122
420,3.894
430,4.177
440,4.778
450,4.638
460,4.508
470,4.868
