seconds,mean_intensity
-20,3.838
-10,4.056
0,4.243
10,3.927
20,4.235
30,3.997
40,3.891
50,3.799
60,3.852
70,3.86
80,4.522
90,3.573
100,3.975
110,3.98
120,4.056
130,3.687
140,3.106
150,3.818
160,4.346
170,3.696
180,3.642
190,3.296
200,3.785
210,3.38
220,3.237
230,3.81
240,3.986
250,3.436
260,3.193
270,3.003
280,3.304
290,3.679
300,3.709
310,3.891
320,3.288
330,3.785
340,4.014
350,4.159
360,3.539
370,3.807
380,3.673
390,3.606
400,3.358
410,3.793
420,3.628
430,3.737
440,3.313
450,3.539
460,3.483
470,3.589
