seconds,mean_intensity
-20,6.619
-10,6.46
0,6.237
10,6.734
20,4.953
30,5.367
40,5.306
50,6.504
60,6.176
70,5.791
80,5.709
90,6.104
100,6.712
110,6.842
120,5.921
130,6.795
140,5.5
150,5.022
160,5.964
170,6.615
180,6.205
190,5.853
200,5.335
210,4.993
220,5.252
230,4.903
240,5.076
250,5.291
260,5.439
270,4.011
280,5.216
290,4.615
300,4.446
310,5.165
320,5.27
330,5.212
340,4.953
350,4.701
360,5.982
370,4.871
380,5.64
390,4.975
400,5.065
410,5.263
420,4.576
430,5.119
440,5.133
450,5.68
460,5.317
470,5.14
